Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000001102020,,,ALFÖLDVÍZ Regionális Víziközmű-szolgáltató Zártkörűen Működő Részvénytársaság|BÁCSVÍZ Víz- és Csatornaszolgáltató Zrt.,13100887204|10734702203,Igen,Nem,,KO - Víz,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,villamos energia szállítás 2021,Árubeszerzés,1366560000.0,HUF,09310000-5,09310000-5,HU120|HU322|HU311|HU333|HU331|HU321|HU332,Nem,Nem,Igen,Nem,Igen,,2020-04-21,3.0,Nem,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság,"12928130244,HU12928130",HUN_1132_Budapest_Váci út  72-74.,Nem,1386270000.0,HUF,1366560000.0,HUF,Nem,,,Nem,Nem,Nincs adat,7481/2020,2020/S 084-199729,2020-05-03,Tájékoztató az eljárás eredményéről,-12 days,930,ALFÖLDVÍZ Regionális Víziközmű-szolgáltató Zártkörűen Működő Részvénytársaság|BÁCSVÍZ Víz- és Csatornaszolgáltató Zrt.,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság
EKR000023942020,,,Médiaszolgáltatás - támogató és Vagyonkezelő Alap,18091715444,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Az MTVA részére McAffe SIEM licencek beszerzése,Árubeszerzés,64947600.0,HUF,48710000-8,72250000-2|48710000-8,HU110,Nem,Nem,Igen,Nem,Igen,,2020-03-16,1.0,Nem,T-Systems Magyarország Zártkörűen Működő Részvénytársaság,"12928099244,HU12928099,01-10-044852",HUN_1097_Budapest_Könyves Kálmán Körút 36.,Igen,,HUF,64947600.0,HUF,Nem,,,Nem,Nem,Nincs adat,5106/2020,2020/S 060-143455,2020-03-26,Tájékoztató az eljárás eredményéről,-10 days,1079,Médiaszolgáltatás - támogató és Vagyonkezelő Alap,T-Systems Magyarország Zártkörűen Működő Részvénytársaság
EKR000022532020,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Villamos energia beszerzése-BMSK Zrt részére-2020,Árubeszerzés,42754464.0,HUF,09310000-5,09310000-5,HU110,Nem,Nem,Igen,Nem,Igen,,2020-03-31,5.0,Nem,ALTEO Energiakereskedő Zártkörűen Működő Részvénytársaság,"23720448241,HU23720448",HUN_1131_Budapest_Babér Utca 1-5.,Nem,,HUF,42754464.0,HUF,Nem,,,Nem,Nem,Nincs adat,6236/2020,,2020-04-13,Tájékoztató az eljárás eredményéről,-13 days,1080,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",ALTEO Energiakereskedő Zártkörűen Működő Részvénytársaság
EKR000027962020,,,Szigetszentmiklósi Polgármesteri Hivatal,15393276213,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Informatikai eszközök beszerzése 2020.,Árubeszerzés,27318800.0,HUF,30200000-1,30200000-1,HU120,Nem,Nem,Igen,Nem,Igen,,2020-03-18,5.0,Nem,ETIAM Korlátolt Felelősségű Társaság,"24909707206,HU24909707",HUN_6726_Szeged_Vellay Imre Utca 39.,Igen,28346400.0,HUF,27318800.0,HUF,Nem,,,Nem,Nem,Nincs adat,6098/2020,,2020-04-07,Tájékoztató az eljárás eredményéről,-20 days,1089,Szigetszentmiklósi Polgármesteri Hivatal,ETIAM Korlátolt Felelősségű Társaság
EKR000085582018,,,"Debreceni Vagyonkezelő Zártkörűen Működő Részvénytársaság|Médiacentrum Debrecen Korlátolt Felelősségű Társaság|""Zsuzsi"" Erdei Vasút Nonprofit Korlátolt Felelősségű Társaság|DKV Debreceni Közlekedési Zrt.|Debreceni Vízmű Zártkörűen működő Részvénytársaság|Debreceni Hőszolgáltató Zártkörűen Működő Részvénytársaság|Cívis Ház Zártkörűen Működő Részvénytársaság|Debreceni Gyógyfürdő Korlátolt Felelősségű Társaság|DV Parking Korlátolt Felelősségű Társaság",11995340209|11146797209|18548932209|11553849209|23458208209|23506088209|12116229209|11152266209|25082070209,Igen,Nem,U - Közjogi intézmény,KL - Gazdasági és pénzügyek,Uniós eljárásrend,Nyílt eljárás,Villamos energia beszerzés 2019 ,Árubeszerzés,672917279.0,HUF,09310000-5,09310000-5,HU321,Nem,Nem,Igen,Nem,Igen,,2018-08-23,4.0,Nem,MVM Partner Energiakereskedelmi Zártkörűen Működő Részvénytársaság,"12898019244,HU 12898019",HUN_1031_Budapest_Szentendrei Út 207-209. ,Nem,,HUF,672917279.0,HUF,Nem,,--,Nem,Nem,Nincs adat,16340/2018,2018/S 176-398626,2018-09-16,Tájékoztató az eljárás eredményéről,-24 days,1191,"Debreceni Vagyonkezelő Zártkörűen Működő Részvénytársaság|Médiacentrum Debrecen Korlátolt Felelősségű Társaság|""Zsuzsi"" Erdei Vasút Nonprofit Korlátolt Felelősségű Társaság|DKV Debreceni Közlekedési Zrt.|Debreceni Vízmű Zártkörűen működő Részvénytársaság|Debreceni Hőszolgáltató Zártkörűen Működő Részvénytársaság|Cívis Ház Zártkörűen Működő Részvénytársaság|Debreceni Gyógyfürdő Korlátolt Felelősségű Társaság|DV Parking Korlátolt Felelősségű Társaság",MVM Partner Energiakereskedelmi Zártkörűen Működő Részvénytársaság
EKR000482792018,,,Károli Gáspár Református Egyetem,18060676243,Nem,Nem,N - Közjogi szervezet,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Földgáz beszerzés 2018,Árubeszerzés,36411499.0,HUF,09121200-5,09121200-5,HU,Nem,Nem,Igen,Nem,Igen,,2018-10-02,5.0,Nem,E.ON Energiakereskedelmi Korlátolt Felelősségű Társaság ,"24765648244,HU24765648,01-09-181155",HUN_1134_Budapest_Váci Út 17. ,Nem,29420964.0,HUF,36411499.0,HUF,Nem,,,Nem,Nem,Nincs adat,18637/2018,,2018-10-10,Tájékoztató az eljárás eredményéről,-8 days,1200,Károli Gáspár Református Egyetem,E.ON Energiakereskedelmi Korlátolt Felelősségű Társaság 
EKR000484442018,,,Szeged Megyei Jogú Város Önkormányzata|Szegedi Kistérség Többcélú Társulása Egyesített Szociális Intézmény|Szent-Györgyi Albert Agóra|Szegedi Szimfonikus Zenekar|IKV Ingatlankezelő és Vagyongazdálkodó Zrt.|Szegedi Szabadtéri Játékok és Fesztivál Szervező Nonprofit Korlátolt Felelősségű Társaság|Szeged Megyei Jogú Város Önkormányzata Bölcsődéi és Gyermekjóléti Központja|Szegedi Hulladékgazdálkodási Nonprofit Kft.|Szegedi Rendezvény- és Médiaközpont Nonprofit Kft.|Nevelési-Oktatási Intézmények Gazdasági Szolgálata|Szeged és Térsége Turisztikai Nonprofit Kft.|Kövér Béla Bábszínház|SZVMF Szegedi Viziközmű Működtető és Fejlesztő Zrt.|Szeged Pólus Fejlesztési Nonprofit Kft.|Szegedi Sport és Fürdők Szolgáltató Korlátolt Felelősségű Társaság|Szegedi Vadaspark és Programszervező Közhasznú Nonprofit Kft.|Szegedi Városkép és Piac KFT|Móra Ferenc Múzeum|Szegedi Közlekedési Kft.|Szegedi Környezetgazdálkodási Nonprofit Kft.|Somogyi Károly Városi és Megyei Könyvtár|Szegedi Nemzeti Színház|Szeged Megyei Jogú Város Polgármesteri Hivatal,15735629206|15767020206|15484701206|15484842206|12460377206|22119742206|15484079206|25595417206|18457627206|15484990206|20353434206|15485056206|11889094206|22247067206|11090081206|23565524206|11099224206|15355935206|11092612206|18455058206|15484684206|15484828206|15484000206,Igen,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Villamos energia teljes ellátásalapú árubeszerzése,Árubeszerzés,676781409.0,HUF,09300000-2,09310000-5,HU333,Nem,Nem,Igen,Nem,Igen,,2018-10-31,5.0,Nem,E.ON Energiakereskedelmi Korlátolt Felelősségű Társaság ,"24765648244,HU24765648,01-09-181155",HUN_1134_Budapest_Váci Út 17. ,Nem,471366682.0,HUF,676781409.0,HUF,Nem,,Nyertes ajánlattevő az alkalmasság igazolása során nem támaszkodott más szervezet kapacitására. ,Nem,Nem,Nincs adat,21227/2018,2018/S 224-512474,2018-11-22,Tájékoztató az eljárás eredményéről,-22 days,1286,Szeged Megyei Jogú Város Önkormányzata|Szegedi Kistérség Többcélú Társulása Egyesített Szociális Intézmény|Szent-Györgyi Albert Agóra|Szegedi Szimfonikus Zenekar|IKV Ingatlankezelő és Vagyongazdálkodó Zrt.|Szegedi Szabadtéri Játékok és Fesztivál Szervező Nonprofit Korlátolt Felelősségű Társaság|Szeged Megyei Jogú Város Önkormányzata Bölcsődéi és Gyermekjóléti Központja|Szegedi Hulladékgazdálkodási Nonprofit Kft.|Szegedi Rendezvény- és Médiaközpont Nonprofit Kft.|Nevelési-Oktatási Intézmények Gazdasági Szolgálata|Szeged és Térsége Turisztikai Nonprofit Kft.|Kövér Béla Bábszínház|SZVMF Szegedi Viziközmű Működtető és Fejlesztő Zrt.|Szeged Pólus Fejlesztési Nonprofit Kft.|Szegedi Sport és Fürdők Szolgáltató Korlátolt Felelősségű Társaság|Szegedi Vadaspark és Programszervező Közhasznú Nonprofit Kft.|Szegedi Városkép és Piac KFT|Móra Ferenc Múzeum|Szegedi Közlekedési Kft.|Szegedi Környezetgazdálkodási Nonprofit Kft.|Somogyi Károly Városi és Megyei Könyvtár|Szegedi Nemzeti Színház|Szeged Megyei Jogú Város Polgármesteri Hivatal,E.ON Energiakereskedelmi Korlátolt Felelősségű Társaság 
EKR000068792020,,,Győr Megyei Jogú Város Útkezelő Szervezete,16718005208,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Győr MJV Útkezelő Szervezete - villamos energia,Árubeszerzés,156001237.0,HUF,09310000-5,09310000-5,HUZZ,Nem,Nem,Igen,Nem,Igen,,2020-04-08,5.0,Nem,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság,"12928130244,HU12928130",HUN_1132_Budapest_Váci út  72-74.,Nem,,HUF,156001237.0,HUF,Nem,,,Nem,Nem,Nincs adat,6942/2020,2020/S 077-181889,2020-04-22,Tájékoztató az eljárás eredményéről,-14 days,1345,Győr Megyei Jogú Város Útkezelő Szervezete,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság
EKR000069032020,,,Putnoki Városgondnokság,15548926205,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Földgáz energia szállítása,Árubeszerzés,45543412.0,HUF,09123000-7,09123000-7,HU311,Nem,Nem,Igen,Nem,Igen,,2020-04-01,4.0,Nem,ALTEO Energiakereskedő Zártkörűen Működő Részvénytársaság,"23720448241,HU23720448",HUN_1131_Budapest_Babér Utca 1-5.,Nem,64017735.0,HUF,45543412.0,HUF,Nem,,,Nem,Nem,Nincs adat,6185/2020,,2020-04-14,Tájékoztató az eljárás eredményéről,-13 days,1369,Putnoki Városgondnokság,ALTEO Energiakereskedő Zártkörűen Működő Részvénytársaság
EKR000071312020,,,Nemzeti Ménesbirtok és Tangazdaság Zrt,11043924204,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Vetőmag beszerzése 2020-2021,Árubeszerzés,280000000.0,HUF,03111000-2,03111000-2,HU332,Nem,Nem,Igen,Nem,Igen,,2020-04-15,2.0,Nem,KITE Mezőgazdasági Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság,"10668586209,HU10668586",HUN_4181_Nádudvar_Bem József  Utca 1.,Nem,,HUF,280000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,11462/2020,2020/S 144-353997,2020-07-29,Tájékoztató az eljárás eredményéről,-105 days,1380,Nemzeti Ménesbirtok és Tangazdaság Zrt,KITE Mezőgazdasági Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság
EKR000519032018,,,Hatvani Tankerületi Központ,15835152210,Nem,Nem,N - Közjogi szervezet,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Informatikai eszközbeszerzés,Árubeszerzés,32063560.0,HUF,30236000-2,30236000-2,HU312,Igen,Nem,Igen,Igen,Igen,,2018-11-08,6.0,Nem,ETIAM Korlátolt Felelősségű Társaság,"24909707206,HU24909707",HUN_6723_Szeged_Szakolcai Utca 7 ,Nem,,HUF,32063560.0,HUF,Nem,,,Nem,Nem,Nincs adat,11177/2019,,2019-07-28,Tájékoztató az eljárás eredményéről,-262 days,1553,Hatvani Tankerületi Központ,ETIAM Korlátolt Felelősségű Társaság
EKR000122142020,2,"""B"" csomag",MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Hosszú távú villamosenergia termékek beszerzése,Árubeszerzés,19554360000.0,HUF,09310000-5,09310000-5,HU3|HU2|HU1,Nem,Nem,Igen,Nem,Igen,,2020-09-15,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,3914232000.0,HUF,3910872000.0,HUF,Igen,NKM Ügyfélkapcsolati Kft. (26332392-2-44),,Igen,Nem,Nincs adat,17263/2020,2020/S 188-454823,2020-09-28,Tájékoztató az eljárás eredményéről,-13 days,1791,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
