Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR001589072019,,,Nemzeti Sportközpontok,15598158242,Nem,Nem,N - Közjogi szervezet,"KL - Szabadidő, kultúra és vallás",Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Tatai Olimpiai edzésközpont futófolyosó szigetelés,Építési beruházás,162752330.0,HUF,45212200-8,45212200-8,HU212,Igen,Nem,Igen,Nem,Igen,,2020-03-25,4.0,Nem,"ANDRAME-BAU Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","23134494242,HUOCCSZ.01-09-954581",HUN_1015_Budapest_Donáti Utca 44. I/7.,Igen,,HUF,162752330.0,HUF,Nem,,,Nem,Nem,Nincs adat,17233/2020,,2020-09-24,Tájékoztató az eljárás eredményéről,-183 days,406,Nemzeti Sportközpontok,"ANDRAME-BAU Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság"
EKR001599462019,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Keretszerződés - bontási munkák,Építési beruházás,1800000000.0,HUF,45110000-1,90512000-9|71240000-2|45111100-9,HU,Igen,Nem,Igen,Nem,Igen,,2020-10-07,3.0,Igen,GRANDER HOME Korlátolt Felelősségű Társaság|Richlik Trans Kft.,"24944234213,HU24944234|10685079213,HU10685079",HUN_2151_Fót_Garabonciás Utca 15.|HUN_2377_Örkény_Külterület  Út ,Igen|Igen,1800000000.0,HUF,1800000000.0,HUF,Nem,,Nyertes ajánlattevők az alkalmasság igazolása során nem támaszkodtak más gazdasági szereplő kapacitására. ,Nem,Nem,Nincs adat,18604/2020,2020/S 200-484163,2020-10-14,Tájékoztató az eljárás eredményéről,-7 days,508,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,GRANDER HOME Korlátolt Felelősségű Társaság|Richlik Trans Kft.
EKR001612912019,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Dunakiliti jobb parti ártéri híd, kp. út építése",Építési beruházás,621430948.0,HUF,45221113-7,45221110-6|45112700-2|45233162-2|45233123-7,HU221,Igen,Nem,Igen,Igen,Igen,,2020-07-06,4.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,621430948.0,HUF,Igen,,,Nem,Nem,Nincs adat,12677/2020,2020/S 137-336174,2020-07-21,Tájékoztató az eljárás eredményéről,-15 days,627,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000462912018,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,"Debrecen, Laktanya utca felújítása",Építési beruházás,108000000.0,HUF,45233228-3,45233228-3,HU321,Igen,Nem,Igen,Nem,Igen,,2018-10-11,2.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.  ,Nem,,HUF,108000000.0,HUF,Igen,nem ismert,,Nem,Nem,Nincs adat,19510/2018,,2018-10-28,Tájékoztató az eljárás eredményéről,-17 days,658,Debrecen Megyei Jogú Város Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR001618202019,,,Nemzeti Sportközpontok,15598158242,Nem,Nem,U - Egyéb típus:,"KL - Szabadidő, kultúra és vallás",Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,BOK Sportcsarnok részleges felújítása,Építési beruházás,266425665.0,HUF,45212290-5,45212000-6|45212225-9|45212100-7|45212290-5|45212200-8|45212170-8|45000000-7,HU110,Igen,Nem,Igen,Nem,Igen,,2020-04-15,5.0,Nem,VENTUS ÉPÍTŐ Korlátolt Felelősségű Társaság,"25479588242,HUOCCSZ.01-09-277562",HUN_1141_Budapest_Egressy Út 113/JK. B. ép. 6. em. 1.,Igen,,HUF,266425665.0,HUF,Nem,,,Nem,Nem,Nincs adat,6955/2020,,2020-04-20,Tájékoztató az eljárás eredményéről,-5 days,659,Nemzeti Sportközpontok,VENTUS ÉPÍTŐ Korlátolt Felelősségű Társaság
EKR001621752019,,,Győr Megyei Jogú Város Önkormányzata,15735595208,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Régi Szentiváni út felújítás Győr, feltételes",Építési beruházás,116947866.0,HUF,45453100-8,45453100-8|45213316-1|45233120-6|45233140-2|45000000-7|45233290-8|45233228-3|45233162-2|45233220-7|45233221-4|45247112-8|45247130-0,HU221,Igen,Nem,Igen,Igen,Igen,,2020-07-24,3.0,Nem,STRABAG Építő Korlátolt Felelősségű Társaság,"12961555443,01-09-728620",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,116947866.0,HUF,Igen,Jelenleg nem ismert,,Nem,Nem,Nincs adat,13826/2020,2020/S 149-364398,2020-08-04,Tájékoztató az eljárás eredményéről,-11 days,672,Győr Megyei Jogú Város Önkormányzata,STRABAG Építő Korlátolt Felelősségű Társaság
EKR001621992019,,,Győr Megyei Jogú Város Önkormányzata,15735595208,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Kodály Z. u. kerékpárút építése, Győr",Építési beruházás,33249994.0,HUF,45233162-2,45213316-1|45233221-4|45233290-8|45233162-2|45000000-7,HU221,Igen,Nem,Igen,Igen,Igen,,2020-07-28,3.0,Nem,STRABAG Építő Korlátolt Felelősségű Társaság,"12961555443,01-09-728620",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,44433865.0,HUF,33249994.0,HUF,Igen,Strabag Általános Építő Kft. - 11705053-4-44,,Nem,Nem,Nincs adat,14104/2020,2020/S 152-369773,2020-08-09,Tájékoztató az eljárás eredményéről,-12 days,673,Győr Megyei Jogú Város Önkormányzata,STRABAG Építő Korlátolt Felelősségű Társaság
EKR001624052019,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Bp-Balaton kerékpárút – Szfhvár bevez. terv/kivit.,Építési beruházás,365472000.0,HUF,45233162-2,45233162-2,HU211,Igen,Nem,Igen,Nem,Igen,,2020-11-25,8.0,Nem,STRABAG Építő Korlátolt Felelősségű Társaság,"12961555443,01-09-728620",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,365472000.0,HUF,Nem,,,Nem,Nem,Nincs adat,22307/2020,2020/S 239-589889,2020-12-08,Tájékoztató az eljárás eredményéről,-13 days,690,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,STRABAG Építő Korlátolt Felelősségű Társaság
EKR001625772019,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,M3 metró Dózsa Gy. út megálló akadálymentesítése,Építési beruházás,1970057739.0,HUF,45234125-8,45234125-8|45000000-7,HU110,Igen,Nem,Igen,Igen,Igen,,2020-12-04,3.0,Nem,STRABAG Építőipari Zártkörűen Működő Részvénytársaság,"10776456443,01-10-041955",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,1970057739.0,HUF,Igen,"1. Thermo-Solár Mérnöki-Gazdasági Kft.  - Asz: 23185359241, 2. FŐMTERV Mérnöki Tervező Zrt. - Asz: 13842217241 ","1. Thermo-Solár Mérnöki-Gazdasági Kft.  - Asz: 23185359241, AF:III.1.3) M.2. b); 2. FŐMTERV Mérnöki Tervező Zrt. - Asz: 13842217241 ,AF: III.1.3) M. 1.; 3. STRABAG-MML Magas- és Mérnöki Létesítmény Építő Kft. Asz: 14008915443 , III.1.2) P. 1)",Nem,Nem,Nincs adat,23247/2020,2020/S 247-614824,2020-12-20,Tájékoztató az eljárás eredményéről,-16 days,692,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,STRABAG Építőipari Zártkörűen Működő Részvénytársaság
EKR001634822019,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,A Debreceni Csokonai Nemzeti Színház felújítása,Építési beruházás,9621995063.0,HUF,45000000-7,45453100-8|45000000-7|45212300-9|45210000-2,HU321,Igen,Nem,Igen,Nem,Igen,,2020-06-29,2.0,Nem,Hunép Építőipari Zártkörűen Működő Részvénytársaság,"12656770209,HU12656770",HUN_4025_Debrecen_Simonffy Utca 34-36. 8768/1,Nem,9171513945.0,HUF,9621995063.0,HUF,Igen,"Hering Zoltán e.v. (5540 Szarvas, Széchenyi u. 21., adószám: 44791306-1-24), BOFA Kereskedelmi és Szolgáltató Bt. (1075 Budapest, Wesselényi u. 18. IV. 25., adószám: 28899947-1-42) karakterkorlát miatt folytatás a VI.1.10) További információk c. pontban","Hering Zoltán e.v. (5540 Szarvas, Széchenyi u. 21., adószám: 44791306-1-24), BOFA Kereskedelmi és Szolgáltató Bt. (1075 Budapest, Wesselényi u. 18. IV. 25., adószám: 28899947-1-42)",Nem,Nem,Nincs adat,11730/2020,2020/S 130-318305,2020-07-09,Tájékoztató az eljárás eredményéről,-10 days,748,Debrecen Megyei Jogú Város Önkormányzata,Hunép Építőipari Zártkörűen Működő Részvénytársaság
EKR001636192019,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Latinovits Színház belső kivitelezési munkálatai,Építési beruházás,5890371984.0,HUF,45000000-7,45000000-7|45212300-9|45210000-2|45453100-8,HU321,Igen,Nem,Igen,Igen,Igen,,2020-08-06,3.0,Igen,TÁRS-95 Acélszerkezet és Gépgyártó Építőipari Kereskedelmi Korlátolt Felelősségű Társaság|LATEREX Építő Zártkörűen Működő Részvénytársaság,"12461866209,HU12461866|25098367243,HU25098367","HUN_4030_Debrecen_Diószegi Utca 32-34.|HUN_1095_Budapest, IX._Hídépítő  Utca 1-12",Igen|Igen,,HUF,5890371984.0,HUF,Igen,"ZÁÉV Zrt. 10738885-2-20, Zala-Elektro Épületvillamossági, Szerelő és Szolgáltató Kft. 11993025-2-20","ZÁÉV Zrt. 10738885-2-20, Zala-Elektro Épületvillamossági, Szerelő és Szolgáltató Kft. 11993025-2-20 Ajánlati felhívás III.1.3. pont M1) jelű követelmény",Nem,Nem,Nincs adat,14753/2020,2020/S 158-384962,2020-08-17,Tájékoztató az eljárás eredményéről,-11 days,755,Debrecen Megyei Jogú Város Önkormányzata,TÁRS-95 Acélszerkezet és Gépgyártó Építőipari Kereskedelmi Korlátolt Felelősségű Társaság|LATEREX Építő Zártkörűen Működő Részvénytársaság
