Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000122142020,2,"""B"" csomag",MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Hosszú távú villamosenergia termékek beszerzése,Árubeszerzés,19554360000.0,HUF,09310000-5,09310000-5,HU3|HU2|HU1,Nem,Nem,Igen,Nem,Igen,,2020-09-15,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,3914232000.0,HUF,3910872000.0,HUF,Igen,NKM Ügyfélkapcsolati Kft. (26332392-2-44),,Igen,Nem,Nincs adat,17263/2020,2020/S 188-454823,2020-09-28,Tájékoztató az eljárás eredményéről,-13 days,1791,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
EKR000122142020,3,"""C"" csomag",MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Hosszú távú villamosenergia termékek beszerzése,Árubeszerzés,19554360000.0,HUF,09310000-5,09310000-5,HU3|HU1|HU2,Nem,Nem,Igen,Nem,Igen,,2020-09-15,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,3914232000.0,HUF,3910872000.0,HUF,Igen,NKM Ügyfélkapcsolati Kft. (26332392-2-44),,Igen,Nem,Nincs adat,17263/2020,2020/S 188-454823,2020-09-28,Tájékoztató az eljárás eredményéről,-13 days,1792,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
EKR000122142020,4,"""D"" csomag",MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Hosszú távú villamosenergia termékek beszerzése,Árubeszerzés,19554360000.0,HUF,09310000-5,09310000-5,HU2|HU3|HU1,Nem,Nem,Igen,Nem,Igen,,2020-09-15,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,3914232000.0,HUF,3910872000.0,HUF,Igen,NKM Ügyfélkapcsolati Kft. (26332392-2-44),,Igen,Nem,Nincs adat,17263/2020,2020/S 188-454823,2020-09-28,Tájékoztató az eljárás eredményéről,-13 days,1793,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
EKR000119692020,,,Nemzeti Élelmiszerlánc-biztonsági Hivatal,15598347241,Nem,Nem,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Vezetékes földgáz beszerzése,Árubeszerzés,85533700.0,HUF,09123000-7,09123000-7,HU1|HU2|HU3,Nem,Nem,Igen,Nem,Igen,,2020-07-24,3.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,88726506.0,HUF,85533700.0,HUF,Igen,"NKM Ügyfélkapcsolati Kft., adószáma: 26332392-2-44",,Nem,Nem,Nincs adat,14072/2020,2020/S 152-370754,2020-08-09,Tájékoztató az eljárás eredményéről,-16 days,1895,Nemzeti Élelmiszerlánc-biztonsági Hivatal,NKM Energia Zrt.
EKR000152002020,,,Budapesti Nagybani Piac Zrt.,10759028243,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,vill. energia beszerzése 2021. évre a BNP részére,Árubeszerzés,175000000.0,HUF,09310000-5,09310000-5,HU11,Nem,Nem,Igen,Nem,Igen,,2020-05-11,3.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,175000000.0,HUF,175000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,8714/2020,2020/S 098-234003,2020-05-24,Tájékoztató az eljárás eredményéről,-13 days,2064,Budapesti Nagybani Piac Zrt.,NKM Energia Zrt.
EKR000160672020,,,Vasútegészségügyi Szolgáltató Nonprofit Közhasznú Korlátolt Felelősségű Társaság,18159422242,Nem,Nem,N - Közjogi szervezet,KL - Egészségügy,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),(PTS-263) földgáz energia szállítása,Árubeszerzés,35319187.0,HUF,09123000-7,09123000-7,HU321|HU333|HU110|HU231|HU222|HU213|HU223|HU311,Nem,Nem,Igen,Nem,Igen,,2020-04-20,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,35319187.0,HUF,Igen,"NKM Ügyfélkapcsolati Korlátolt Felelősségű Társaság, 1081 Budapest, II. János Pál pápa tér 20., 26332392-2-44",,Nem,Nem,Nincs adat,7471/2020,,2020-04-29,Tájékoztató az eljárás eredményéről,-9 days,2089,Vasútegészségügyi Szolgáltató Nonprofit Közhasznú Korlátolt Felelősségű Társaság,NKM Energia Zrt.
EKR000181622020,,,Közbeszerzési és Ellátási Főigazgatóság,15329396241,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Földgáz közbeszerzés 2020-2021. gázévre,Árubeszerzés,481507281.0,HUF,09123000-7,09123000-7|65210000-8,HU,Nem,Nem,Igen,Nem,Igen,,2020-07-17,5.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,481507281.0,HUF,Igen,"NKM Ügyfélkapcsolati Korlátolt Felelősségű Társaság, 26332392-2-44",,Nem,Nem,Nincs adat,13317/2020,2020/S 142-349313,2020-07-27,Tájékoztató az eljárás eredményéről,-10 days,2146,Közbeszerzési és Ellátási Főigazgatóság,NKM Energia Zrt.
EKR000181932020,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Igen,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,NSÜ - Giro d'Italia verseny,Szolgáltatás megrendelés,33000000.0,HUF,79950000-8,92331100-1|92621000-0|92300000-4|92312000-1|92340000-6|92370000-5|92360000-2|92622000-7|92000000-1|92100000-2|92200000-3|55000000-0|55300000-3|51000000-9|45451000-3|45340000-2|79950000-8|79822500-7|79960000-1|79821000-5|79710000-4|79416000-3|79340000-9|79320000-3|79310000-0|45237000-7,HU,Nem,Nem,Igen,Nem,Igen,,2020-02-03,1.0,Nem,"""ANTENNA HUNGÁRIA"" Magyar Műsorszóró és Rádióhírközlési Zártkörűen Működő Részvénytársaság","10834730244,HU10834730",HUN_1119_Budapest_Petzval József Utca 31-33. ,Nem,33000000.0,HUF,33000000.0,HUF,Igen,,,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,2148,Nemzeti Kommunikációs Hivatal,"""ANTENNA HUNGÁRIA"" Magyar Műsorszóró és Rádióhírközlési Zártkörűen Működő Részvénytársaság"
EKR000162632020,,,Országgyűlés Hivatala,15300014241,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Villamos energia beszerzése (750/2020),Árubeszerzés,329000000.0,HUF,09310000-5,09310000-5,HU110|HU120,Nem,Nem,Igen,Nem,Igen,,2020-05-14,5.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,329000000.0,HUF,329000000.0,HUF,Igen,,,Nem,Nem,Nincs adat,8957/2020,2020/S 100-240061,2020-05-25,Tájékoztató az eljárás eredményéről,-11 days,2165,Országgyűlés Hivatala,NKM Energia Zrt.
EKR000172952020,,,Észak-zalai Víz- és Csatornamű Zrt.,11354286220,Nem,Nem,,KO - Víz,Uniós eljárásrend,Nyílt eljárás,ZALAVIZ villamos energia szállítás 2021,Árubeszerzés,205160000.0,HUF,09310000-5,65310000-9|09310000-5,HU223,Nem,Nem,Igen,Nem,Igen,,2020-04-28,5.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,637780000.0,HUF,205160000.0,HUF,Nem,,,Nem,Nem,Nincs adat,7729/2020,2020/S 087-208842,2020-05-06,Tájékoztató az eljárás eredményéről,-8 days,2220,Észak-zalai Víz- és Csatornamű Zrt.,NKM Energia Zrt.
EKR000193832020,,,Debreceni Egyetem,15329750409,Nem,Nem,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-903 Gázenergia beszerzése a DE részére,Árubeszerzés,392829762.0,HUF,09123000-7,09123000-7,HU,Nem,Nem,Igen,Nem,Igen,,2020-06-26,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,392829762.0,HUF,Igen,"NKM Ügyfélkapcsolati Kft. (1081 Budapest, II. János Pál pápa tér 20., adószám: 26332392-2-44)",,Nem,Nem,Nincs adat,11914/2020,2020/S 129-315842,2020-07-08,Tájékoztató az eljárás eredményéről,-12 days,2276,Debreceni Egyetem,NKM Energia Zrt.
EKR000214492020,,,MAVIR Magyar Villamosenergia-ipari Átviteli Rendszerirányító Zártkörűen Működő Részvénytársaság,12550753244,Nem,Nem,,KO - Villamos energia,Uniós eljárásrend,Nyílt eljárás,Üzemanyag beszerzés,Árubeszerzés,210000000.0,HUF,09130000-9,09134000-7|09130000-9|09132000-3,HU,Nem,Nem,Igen,Nem,Igen,,2020-07-16,1.0,Nem,MOL Magyar Olaj- és Gázipari Nyilvánosan Működő Részvénytársaság,"10625790444,HU 17781774",HUN_1117_Budapest_Október huszonharmadika  Utca 18,Nem,210000000.0,HUF,210000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,13339/2020,2020/S 142-350571,2020-07-28,Tájékoztató az eljárás eredményéről,-12 days,2412,MAVIR Magyar Villamosenergia-ipari Átviteli Rendszerirányító Zártkörűen Működő Részvénytársaság,MOL Magyar Olaj- és Gázipari Nyilvánosan Működő Részvénytársaság
