Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti,contract_value_missing,Betweenness_Centrality_issuer,PageRank_issuer,Community_issuer,Degree_Centrality_issuer,Closeness_Centrality_issuer,Eigenvector_Centrality_issuer,Betweenness_Centrality_winner,PageRank_winner,Community_winner,Degree_Centrality_winner,Closeness_Centrality_winner,Eigenvector_Centrality_winner
EKR000993542022,,,Hosszúpályi Nagyközség Önkormányzata,15728551209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Mezőgazdasági út felújítása,Építési beruházás,79730374.0,HUF,45200000-9,45200000-9,HU321,Igen,Nem,Igen,Igen,Igen,,2022-10-11,15.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,79730374.0,HUF,Nem,,,Nem,Nem,Nincs adat,22388/2022,,2022-10-14,Tájékoztató az eljárás eredményéről,-3 days,70090,Hosszúpályi Nagyközség Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.0,0.0021331632388402917,3,0.004405286343612335,0.2536312849162011,0.05499474429686558,0.37008374560571494,0.10411224454455907,3,0.2643171806167401,0.3393124065769806,0.4805798344142751
EKR000490742021,,,Bucsa Község Önkormányzata|Ecsegfalva Község Önkormányzata|Kertészsziget Község Önkormányzata,15344863204|15344746204|15344753204,Igen,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Meghívásos eljárás,Bucsa-Ecsegfalva-Kertészsziget szennyvízcsat&tiszt,Építési beruházás,4898099889.0,HUF,45232400-6,45232421-9,HU332,Igen,Nem,Igen,Igen,Igen,,2022-09-15,5.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,3993654000.0,HUF,4898099889.0,HUF,Igen,ERBO-PLAN Kft. (adószáma: 11047272204),ERBO-PLAN Kft. (adószáma: 11047272204),Nem,Nem,Nem,21392/2022,2022/S 199-561542,2022-10-14,Tájékoztató az eljárás eredményéről,-29 days,13609,Bucsa Község Önkormányzata|Ecsegfalva Község Önkormányzata|Kertészsziget Község Önkormányzata,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,False,0.0,0.002124083767209687,0,0.004405286343612335,0.2812887236679058,0.03351039973678518,0.41960279664219635,0.08277692130389919,0,0.2114537444933921,0.39070567986230637,0.2928321555045529
EKR000941532022,,,Ostoros Községi Önkormányzat,15728953210,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Külterületi helyi közutak fejlesztése,Építési beruházás,52782475.0,HUF,45233142-6,45233223-8|45233228-3|45233222-1|45233220-7|45233142-6|45233229-0,HU312,Igen,Nem,Igen,Igen,Igen,,2022-10-10,9.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,90097158.0,HUF,52782475.0,HUF,Nem,,,Nem,Nem,Nincs adat,22448/2022,,2022-10-14,Tájékoztató az eljárás eredményéről,-4 days,69958,Ostoros Községi Önkormányzat,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.0,0.0021331632388402917,3,0.004405286343612335,0.2536312849162011,0.05499474429686558,0.37008374560571494,0.10411224454455907,3,0.2643171806167401,0.3393124065769806,0.4805798344142751
EKR001307432022,1,Selyem út felújítása (II. ütem),Gyomaendrőd Város Önkormányzata,15725527204,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Útfelújítás és parkoló építés Gyomaendrődön 2022,Építési beruházás,9232000.0,HUF,45200000-9,45233142-6,HU332,Igen,Nem,Igen,Nem,Igen,,2022-10-10,2.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,9234325.0,HUF,9232000.0,HUF,Nem,,,Nem,Nem,Nem,22279/2022,,2022-10-13,Tájékoztató az eljárás eredményéről,-3 days,24146,Gyomaendrőd Város Önkormányzata,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,False,0.09938593863816746,0.003811905778563271,0,0.00881057268722467,0.32756132756132755,0.03960569333700089,0.41960279664219635,0.08277692130389919,0,0.2114537444933921,0.39070567986230637,0.2928321555045529
EKR000613422021,|,Út- és mélyépítési munkák-3. írásbeli konzultáció|Út- és mélyépítési munkák-3. írásbeli konzultáció,Budapest Főváros XVII. kerület Rákosmente Önkormányzata,15735801242,Nem,Nem,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Keretmegállapodás út- és mélyépítési munkákra,Építési beruházás,240707338.0,HUF,45233120-6,45233120-6,HU110,Igen,Nem,Igen,Nem,Igen,,2022-09-02,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,,HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,254511143.0,HUF,240707338.0,HUF,Nem,,,Nem,Nem,Nincs adat,21659/2022,2022/S 197-558073,2022-10-12,Együttes tájékoztató eljárások eredményéről,-40 days,60649,Budapest Főváros XVII. kerület Rákosmente Önkormányzata,Penta Általános Építőipari Korlátolt Felelősségű Társaság,False,0.0,0.002180965379693004,4,0.004405286343612335,0.2427807486631016,0.01951576614394379,0.2677841910509006,0.07165769030091738,4,0.1762114537444934,0.32016925246826516,0.17054088271224796
EKR000922472022,1,1.sz. Területi Divízió: Békéscsaba,ALFÖLDVÍZ Regionális Víziközmű-szolgáltató Zártkörűen Működő Részvénytársaság,13100887204,Nem,Nem,N - Közszolgáltató,KO - Víz,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Aszfaltozási és burkolati munkák megvalósítása,Építési beruházás,149368250.0,HUF,45233220-7,45233220-7,HU332,Igen,Nem,Igen,Nem,Igen,,2022-10-06,1.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,,HUF,46780850.0,HUF,Igen,A szerződés teljesítéséhez igénybe venni kívánt Alvállalkozók jelenleg még nem ismertek.,,Nem,Nem,Nincs adat,22070/2022,,2022-10-11,Tájékoztató az eljárás eredményéről,-5 days,70748,ALFÖLDVÍZ Regionális Víziközmű-szolgáltató Zártkörűen Működő Részvénytársaság,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,False,0.0,0.002124083767209687,0,0.004405286343612335,0.2812887236679058,0.03351039973678518,0.41960279664219635,0.08277692130389919,0,0.2114537444933921,0.39070567986230637,0.2928321555045529
EKR001303722020,1|1,3622 sz. Szerencs|3622 sz. Szerencs,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,1662002429.0,HUF,45233140-2,45233140-2,HU311,Igen,Nem,Igen,Igen,Igen,,2022-09-22,4.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,14904134244,HUN_1113_Budapest_Bocskai Út 73.,Nem,226995144.0,HUF,227249188.0,HUF,Igen,,,Nem,Nem,Nincs adat,21527/2022,2022/S 195-551794,2022-10-10,Együttes tájékoztató eljárások eredményéről,-18 days,9605,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.03227620327677367,0.005029953001324054,0,0.013215859030837006,0.3620414673046252,0.13302796333476097,0.37008374560571494,0.10411224454455907,3,0.2643171806167401,0.3393124065769806,0.4805798344142751
EKR001563692019,1|1,Téli sportokhoz kapcsolódó gépészeti munkák|Téli sportokhoz kapcsolódó gépészeti munkák,Budapest Főváros XII. kerület Hegyvidéki Önkormányzat,EKRSZ_86128665,Nem,Nem,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Mélyépítés keretmegállapodás,Építési beruházás,441420013.0,HUF,45221250-9,45212223-5|45350000-5,HU110,Igen,Nem,Igen,Nem,Igen,,2022-07-25,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,10452556244,HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,20640100.0,HUF,20638363.0,HUF,Igen,,,Nem,Nem,Nem,21538/2022,2022/S 195-551840,2022-10-10,Együttes tájékoztató eljárások eredményéről,-77 days,46395,Budapest Főváros XII. kerület Hegyvidéki Önkormányzat,Penta Általános Építőipari Korlátolt Felelősségű Társaság,False,0.0,0.002180965379693004,4,0.004405286343612335,0.2427807486631016,0.01951576614394379,0.2677841910509006,0.07165769030091738,4,0.1762114537444934,0.32016925246826516,0.17054088271224796
EKR001165072022,,,Gyula Város Önkormányzata,15725503204,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Scherer F. u. és Apor V. t. útburkolat felújítás,Építési beruházás,32922765.0,HUF,45233120-6,45233120-6,HU332,Igen,Nem,Igen,Nem,Igen,,2022-10-05,4.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,42910989.0,HUF,32922765.0,HUF,Igen,ajánlattételkor nem ismert,-,Nem,Nem,Nem,21845/2022,,2022-10-09,Tájékoztató az eljárás eredményéről,-4 days,24008,Gyula Város Önkormányzata,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,False,0.0,0.002124083767209687,0,0.004405286343612335,0.2812887236679058,0.03351039973678518,0.41960279664219635,0.08277692130389919,0,0.2114537444933921,0.39070567986230637,0.2928321555045529
EKR000736732022,,,Szomor Község Önkormányzata,15730019111,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Külterületi helyi közút fejlesztése Szomoron,Építési beruházás,182397858.0,HUF,45000000-7,45000000-7,HU212,Igen,Nem,Igen,Igen,Igen,,2022-10-03,5.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,182397858.0,HUF,Igen,"nem ismert; V.2.9) folyt: Őrzés-védelmi feladatok Minősítési-, minőségi-, labor- és egyéb vizsgálatokkal kapcsolatos munkarészek Tanácsadási feladatok Monitoring tevékenység Kivitelezést elősegítő részfeladatok Egyéb általános feladatok Contract manageri ",nem,Nem,Nem,Nincs adat,21814/2022,,2022-10-09,Tájékoztató az eljárás eredményéről,-6 days,70056,Szomor Község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.0,0.0021331632388402917,3,0.004405286343612335,0.2536312849162011,0.05499474429686558,0.37008374560571494,0.10411224454455907,3,0.2643171806167401,0.3393124065769806,0.4805798344142751
EKR001019292022,,,Szeged Megyei Jogú Város Önkormányzata,15735629206,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Szeged-Budapesti krt. burkolatrekonstrukciós munka,Építési beruházás,55799871.0,HUF,45000000-7,45000000-7|45233220-7,HU333,Igen,Nem,Igen,Nem,Igen,,2022-09-23,6.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,77718888.0,HUF,55799871.0,HUF,Igen,Jelenleg nincs ismert alvállalkozó,,Nem,Nem,Nincs adat,20820/2022,,2022-09-29,Tájékoztató az eljárás eredményéről,-6 days,23694,Szeged Megyei Jogú Város Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.009479392210578851,0.0035637639709564725,1,0.00881057268722467,0.3238231098430813,0.09951756359797578,0.37008374560571494,0.10411224454455907,3,0.2643171806167401,0.3393124065769806,0.4805798344142751
EKR001215872022,,,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,14539262213,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,"Fót, Járdaépítés - felújítás",Építési beruházás,89169917.0,HUF,45000000-7,45000000-7,HU120,Nem,Nem,Igen,Nem,Igen,,2022-09-20,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,89169917.0,HUF,Igen,Még nem ismert.,,Nem,Nem,Nincs adat,20426/2022,2022/S 186-525576,2022-09-27,Tájékoztató az eljárás eredményéről,-7 days,70521,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,Penta Általános Építőipari Korlátolt Felelősségű Társaság,False,0.0,0.002180965379693004,4,0.004405286343612335,0.2427807486631016,0.01951576614394379,0.2677841910509006,0.07165769030091738,4,0.1762114537444934,0.32016925246826516,0.17054088271224796
