Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000079112020,,,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,N - Közszolgáltató,KO - Vasúti szolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Keleti pályaudvaron utascentrum kialakítása,Építési beruházás,1413364483.0,HUF,45261000-4,45261000-4,HU11,Igen,Nem,Igen,Igen,Igen,,2021-02-05,3.0,Igen,"""VARIABAU"" Vegyesprofilú Építőipari és Kereskedelmi Korlátolt Felelősségű Társaság|HC Építő Korlátolt Felelősségű Társaság","11160452210,HU11160452|13792590243,HU13792590",HUN_3300_Eger_Trinitárius Utca 2|HUN_1094_Budapest_Bokréta  Utca 19,Igen|Nem,,HUF,1413364483.0,HUF,Igen,Lásd: VI.1.10) További információk pont,Lásd: VI.1.10) További információk pont,Nem,Nem,Nincs adat,2435/2021,,2021-02-10,Tájékoztató az eljárás eredményéről,-5 days,1409,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,"""VARIABAU"" Vegyesprofilú Építőipari és Kereskedelmi Korlátolt Felelősségű Társaság|HC Építő Korlátolt Felelősségű Társaság"
EKR000105662020,1|1,8 csoport egyszerű és átszelési kitérő beszerzése|Közvetlen megrendelés 1 - 8 csoport kitérő,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,EKRSZ_35803375,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,8 csoport egyszerű és átszelési kitérő beszerzése,Árubeszerzés,498000000.0,HUF,34946000-0,34946000-0,HU11,Nem,Nem,Igen,Nem,Igen,,2021-03-24,1.0,Nem,VAMAV Vasúti Berendezések Korlátolt Felelősségű Társaság,10655436-2-10,HUN_3200_Gyöngös_Gyártelep utca 1.,Nem,,HUF,498000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,5862/2021,2021/S 071-182094,2021-04-13,Együttes tájékoztató eljárások eredményéről,-20 days,1547,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,VAMAV Vasúti Berendezések Korlátolt Felelősségű Társaság
EKR000111962020,,,MVM Paksi Atomerőmű Zártkörűen Működő Részvénytársaság,10742833217,Nem,Nem,,KO - Villamos energia,Uniós eljárásrend,Nyílt eljárás,Üzemviteli naplózás működéstámogatása ,Szolgáltatás megrendelés,538968500.0,HUF,71336000-2,72267100-0|71336000-2,HU233,Igen,Nem,Igen,Nem,Igen,,2020-10-19,1.0,Nem,Kópis és Társa Szerelő és Karbantartó Korlátolt Felelősségű Társaság,"11806996217,HU11806996",HUN_7030_Paks_Vasút Utca 10.,Igen,552647454.0,HUF,538968500.0,HUF,Igen,"TŐKE Szolgáltató és Tanácsadó Bt. 26463043-1-17; Infodirect Ker., Szolg. és Szoftverfejlesztő Bt. 21554078-2-07; CSNR Netware Kft. 22684628-2-43; Kun Gyula 61242575-3-27; Kardos Imre 60039105-2-37 Raffay György 65250330-1-37 Csizmadia József 67631784-1-39",TŐKE Sz. és T. Bt. 26463043-1-17 M2/1; Infodirect Bt. 21554078-2-07 M2/2; CSNR Netware Kft. 22684628-2-43 M2/3; Kun Gy. 61242575-3-27 M2/3; Kardos I. 60039105-2-37 M2/4; Raffay Gy. 65250330-1-37 M2/4; Csizmadia J. 67631784-1-39 M2/4.,Nem,Nem,Nincs adat,19449/2020,2020/S 212-520156,2020-10-29,Tájékoztató az eljárás eredményéről,-10 days,1776,MVM Paksi Atomerőmű Zártkörűen Működő Részvénytársaság,Kópis és Társa Szerelő és Karbantartó Korlátolt Felelősségű Társaság
EKR000122142020,2,"""B"" csomag",MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Hosszú távú villamosenergia termékek beszerzése,Árubeszerzés,19554360000.0,HUF,09310000-5,09310000-5,HU3|HU2|HU1,Nem,Nem,Igen,Nem,Igen,,2020-09-15,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,3914232000.0,HUF,3910872000.0,HUF,Igen,NKM Ügyfélkapcsolati Kft. (26332392-2-44),,Igen,Nem,Nincs adat,17263/2020,2020/S 188-454823,2020-09-28,Tájékoztató az eljárás eredményéről,-13 days,1791,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
EKR000122142020,3,"""C"" csomag",MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Hosszú távú villamosenergia termékek beszerzése,Árubeszerzés,19554360000.0,HUF,09310000-5,09310000-5,HU3|HU1|HU2,Nem,Nem,Igen,Nem,Igen,,2020-09-15,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,3914232000.0,HUF,3910872000.0,HUF,Igen,NKM Ügyfélkapcsolati Kft. (26332392-2-44),,Igen,Nem,Nincs adat,17263/2020,2020/S 188-454823,2020-09-28,Tájékoztató az eljárás eredményéről,-13 days,1792,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
EKR000122142020,4,"""D"" csomag",MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Hosszú távú villamosenergia termékek beszerzése,Árubeszerzés,19554360000.0,HUF,09310000-5,09310000-5,HU2|HU3|HU1,Nem,Nem,Igen,Nem,Igen,,2020-09-15,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,3914232000.0,HUF,3910872000.0,HUF,Igen,NKM Ügyfélkapcsolati Kft. (26332392-2-44),,Igen,Nem,Nincs adat,17263/2020,2020/S 188-454823,2020-09-28,Tájékoztató az eljárás eredményéről,-13 days,1793,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
EKR000128672020,,,MVM Paksi Atomerőmű Zártkörűen Működő Részvénytársaság,10742833217,Nem,Nem,N - Közszolgáltató,KO - Villamos energia,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Vegyszeres medence kiváltása,Építési beruházás,544989939.0,HUF,45247270-3,45110000-1|45261400-8|45247230-1|45247130-0|45112500-0,HU233,Igen,Nem,Igen,Nem,Igen,,2020-09-08,1.0,Nem,Duna Center Therm Üzemi Szolgáltató Korlátolt Felelősségű Társaság,"25070842217,HU25070842",HUN_7030_Paks_Kurcsatov Utca 24.,Igen,734200000.0,HUF,544989939.0,HUF,Igen,"Kópis és Társa Szerelő és Karbantartó Kft.: 11806996-2, TESO Szállítási és Szolgáltató Kft.: 23498699-2-17, Creatiger Kft.: 23892842-2-13, Hegedüs&Schmidt Kft.: 11284413-2-17, DUNA TRANS Fuv. Bt. 20175100-2-17, Peterka László: 8399973033 ","Creatiger Kereskedelmi, Ipari és Szolgáltató Kft.: 23892842-2-13; Alkalmassági követelmény: eljárást megindító felhívás III.1.3) M1. pont, Peterka László (kapacitást nyújtó term. személy): 8399973033; Alk. követelmény: elj.megi.felh. III.1.3. M2/1. ",Nem,Nem,Nincs adat,16688/2020,,2020-09-15,Tájékoztató az eljárás eredményéről,-7 days,1817,MVM Paksi Atomerőmű Zártkörűen Működő Részvénytársaság,Duna Center Therm Üzemi Szolgáltató Korlátolt Felelősségű Társaság
EKR000153652020,,,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,N - Közszolgáltató,KO - Vasúti szolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kényszer-menetirányváltás kiépítése - 42.sz. vonal,Építési beruházás,145329001.0,HUF,45234115-5,71311230-2|71322500-6|31321700-9|45234115-5,HU211,Igen,Nem,Igen,Nem,Igen,,2020-08-12,1.0,Nem,R-KORD Építőipari Korlátolt Felelősségű Társaság,"11454599207,HU11454599",HUN_8086_Felcsút_Fő Utca 65.,Nem,180106369.0,HUF,145329001.0,HUF,Nem,,nem releváns,Nem,Nem,Nincs adat,15122/2020,,2020-08-17,Tájékoztató az eljárás eredményéről,-5 days,2071,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,R-KORD Építőipari Korlátolt Felelősségű Társaság
EKR000153722020,,,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,N - Közszolgáltató,KO - Vasúti szolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Nyíregyháza-Sóstógyógyfürdő keskeny nyomközű,Szolgáltatás megrendelés,79200000.0,HUF,71320000-7,71320000-7,HU323,Igen,Nem,Igen,Nem,Igen,,2020-08-27,7.0,Nem,UTIBER Közúti Beruházó Kft,"10554885243,HU10554885",HUN_1115_Budapest_Csóka  Utca 7-13,Igen,119940000.0,HUF,79200000.0,HUF,Igen,jelenleg nem ismert,nincs,Nem,Nem,Nincs adat,15949/2020,,2020-09-02,Tájékoztató az eljárás eredményéről,-6 days,2072,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,UTIBER Közúti Beruházó Kft
EKR000181622020,,,Közbeszerzési és Ellátási Főigazgatóság,15329396241,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Földgáz közbeszerzés 2020-2021. gázévre,Árubeszerzés,481507281.0,HUF,09123000-7,09123000-7|65210000-8,HU,Nem,Nem,Igen,Nem,Igen,,2020-07-17,5.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,481507281.0,HUF,Igen,"NKM Ügyfélkapcsolati Korlátolt Felelősségű Társaság, 26332392-2-44",,Nem,Nem,Nincs adat,13317/2020,2020/S 142-349313,2020-07-27,Tájékoztató az eljárás eredményéről,-10 days,2146,Közbeszerzési és Ellátási Főigazgatóság,NKM Energia Zrt.
