Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000108412020,,,Székesfehérvár Városgondnoksága Kft.,14823495207,Nem,Nem,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,"Székesfehérvár, Poprádi utca burkolatfelújítás",Építési beruházás,298489637.0,HUF,45233200-1,45233200-1,HU211,Igen,Nem,Igen,Nem,Igen,,2020-05-05,3.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Szlovák Utca 6,Igen,292794817.0,HUF,298489637.0,HUF,Igen,nem ismert,,Nem,Nem,Nincs adat,8357/2020,,2020-05-11,Tájékoztató az eljárás eredményéről,-6 days,1763,Székesfehérvár Városgondnoksága Kft.,ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000148522020,,,Debreceni Egyetem,15329750409,Nem,Nem,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"DEK-895 Tetőtér beép.,belső átal.és konyhaép.felúj",Építési beruházás,195784564.0,HUF,45000000-7,44233000-2|45261300-7|45431000-7|45432000-4|45442100-8|45453100-8|45421132-8|45000000-7,HU321,Igen,Nem,Igen,Nem,Igen,,2020-04-14,3.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,,HUF,195784564.0,HUF,Igen,,"Ara-Terv Bt., adószám: 22872339-1-09, Ajánlati felhívás: III.1.3.) M.1.1); CS-Control Építőipari Ker. és Szolg. Kft., adószám: 23849325-2-09, Ajánlati felhívás: III.1.3.) M.1.2.)",Nem,Nem,Nincs adat,6972/2020,,2020-04-20,Tájékoztató az eljárás eredményéről,-6 days,1970,Debreceni Egyetem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000155162020,,,Sopron Megyei Jogú Város Önkormányzata|Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,15728049208|14605749244,Igen,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Ágfalvi út belterületi szakaszának felújítása,Építési beruházás,388848381.0,HUF,45233228-3,45232130-2|45233290-8|45233229-0|45233228-3|45233253-7|45233221-4|45111100-9|45112700-2,HU221,Igen,Nem,Igen,Igen,Igen,,2020-09-01,2.0,Nem,STRABAG Építő Korlátolt Felelősségű Társaság,"12961555443,01-09-728620",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,362109911.0,HUF,388848381.0,HUF,Nem,az alvállalkozók még nem ismertek,,Nem,Nem,Nincs adat,3715/2021,,2021-03-10,Tájékoztató az eljárás eredményéről,-190 days,1989,Sopron Megyei Jogú Város Önkormányzata|Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,STRABAG Építő Korlátolt Felelősségű Társaság
EKR000156332020,,,Dunakeszi Város Önkormányzata,15731247213,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Keretmegállapodás mélyépítési munkákra, Dunakeszin",Építési beruházás,6000000000.0,HUF,45000000-7,45233162-2|45233142-6|45233228-3|45233260-9|45247112-8|45233141-9|45231300-8|45233120-6|45233125-1|45112710-5|45221250-9|71320000-7,HU120,Igen,Nem,Igen,Nem,Igen,,2020-06-09,2.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,6000000000.0,HUF,6000000000.0,HUF,Nem,,,Igen,Nem,Nincs adat,10696/2020,2020/S 117-283099,2020-06-22,Tájékoztató az eljárás eredményéről,-13 days,2076,Dunakeszi Város Önkormányzata,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000207922020,,,Belváros-Lipótváros Budapest Főváros V. kerület Önkormányzat,15735681241,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Mélyépítési feladatok, keretmegállapodás",Építési beruházás,10000000000.0,HUF,45000000-7,45000000-7,HU11,Igen,Nem,Igen,Nem,Igen,,2020-10-06,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,10000000000.0,HUF,Igen,Nem ismert.,Erdős Gránit Kőmegmunkáló Szolgáltató Korlátolt Felelősségű Társaság gép- és eszköz bérlése; Kontinuum-Vill Generáltervező Mérnöki Iroda Korlátolt Felelősségű Társaság felelős műszaki vezetői feladatok ellátása ; Szendvei Balázs e.v. felelős műszaki vezet,Igen,Nem,Nincs adat,18817/2020,2020/S 203-492472,2020-10-19,Tájékoztató az eljárás eredményéről,-13 days,2506,Belváros-Lipótváros Budapest Főváros V. kerület Önkormányzat,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000255152020,,,NFSI Nemzeti Fejlesztési és Stratégiai Intézet Nonprofit Kft.|Óbudai Egyetem,25118764241|15773063241,Igen,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Óbudai Egyetem energetikai fejlesztése - Szőlő u.,Építési beruházás,131636522.0,HUF,45000000-7,45000000-7|45261410-1|45262522-6|45262100-2|45261400-8|45210000-2|45321000-3|45331000-6|45454100-5,HU110,Igen,Nem,Igen,Igen,Igen,,2021-04-23,16.0,Nem,Rit-Rock KFT.,24393559243,HUN_1204_Budapest_Előd Utca 116,Igen,,HUF,131636522.0,HUF,Nem,,-,Nem,Nem,Nincs adat,7715/2021,,2021-04-28,Tájékoztató az eljárás eredményéről,-5 days,2621,NFSI Nemzeti Fejlesztési és Stratégiai Intézet Nonprofit Kft.|Óbudai Egyetem,Rit-Rock KFT.
EKR000225502020,,,Budapest Főváros IV. Kerület Újpest Önkormányzata,15735674241,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Útépítési munkák - keretszerződés,Építési beruházás,299950000.0,HUF,45233120-6,45233120-6,HU110,Igen,Nem,Igen,Nem,Igen,,2020-04-30,3.0,Nem,VIANOVA 87 Közmű és Útépítő Zártkörűen Működő Részvénytársaság,13839129243,HUN_1215_Budapest_Vasas Utca 65-67.,Igen,299950000.0,HUF,299950000.0,HUF,Igen,jelenleg nem ismert,,Nem,Nem,Nincs adat,7589/2020,,2020-05-05,Tájékoztató az eljárás eredményéről,-5 days,2623,Budapest Főváros IV. Kerület Újpest Önkormányzata,VIANOVA 87 Közmű és Útépítő Zártkörűen Működő Részvénytársaság
EKR000225982020,,,Budaörs Város Önkormányzata,15730105213,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Hajnal utca felújítása és csatorna rekonstrukció ,Építési beruházás,98999400.0,HUF,45231300-8,45231300-8|45233120-6,HU120,Igen,Nem,Igen,Nem,Igen,,2020-06-02,4.0,Nem,VIANOVA 87 Közmű és Útépítő Zártkörűen Működő Részvénytársaság,13839129243,HUN_1215_Budapest_Vasas Utca 65-67.,Igen,82204000.0,HUF,98999400.0,HUF,Igen,Nem ismert.,,Nem,Nem,Nincs adat,10029/2020,,2020-06-10,Tájékoztató az eljárás eredményéről,-8 days,2626,Budaörs Város Önkormányzata,VIANOVA 87 Közmű és Útépítő Zártkörűen Működő Részvénytársaság
EKR000506272018,,,Kunsziget Község Önkormányzata,15728207208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"„Kunsziget, külterületi út felújítása – Győri út”",Építési beruházás,101469861.0,HUF,45000000-7,45233142-6,HU221,Igen,Nem,Igen,Igen,Igen,,2018-09-26,5.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.  ,Nem,101327815.0,HUF,101469861.0,HUF,Nem,,,Nem,Nem,Nincs adat,18050/2018,,2018-10-10,Tájékoztató az eljárás eredményéről,-14 days,2751,Kunsziget Község Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000270122020,,,Fejér Megyei Szent György Egyetemi Oktató Kórház,15360025207,Nem,Nem,U - Egyéb típus:,KL - Egészségügy,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,K2 parkoló kialakítása,Építési beruházás,138735438.0,HUF,45000000-7,45000000-7|45233270-2|45223300-9,HU211,Igen,Nem,Igen,Nem,Igen,,2020-05-11,3.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Szlovák Utca 6,Igen,158949102.0,HUF,138735438.0,HUF,Igen,Nem ismert,,Nem,Nem,Nincs adat,8489/2020,,2020-05-20,Tájékoztató az eljárás eredményéről,-9 days,2779,Fejér Megyei Szent György Egyetemi Oktató Kórház,ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000284392020,,,Környe Község Önkormányzata,15729961211,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Iparcentrum - ivóvíz- és szennyvízhálózat építés,Építési beruházás,98376000.0,HUF,45231300-8,45233142-6|45231300-8,HU212,Igen,Nem,Igen,Nem,Igen,,2020-05-12,4.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,98376000.0,HUF,Nem,,,Nem,Nem,Nincs adat,8826/2020,,2020-05-19,Tájékoztató az eljárás eredményéről,-7 days,2905,Környe Község Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
