Node,Type,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Degree_Centrality,Closeness_Centrality,Avg_Similarity_To_Others,Max_Similarity_To_Others
Miksi Bau Korlátolt Felelősségű Társaság,Winner,"14417076206,HU14417076",11,0.008529356,0.24630685,-0.5355935,0.55851734,2.7883143,29,0.0,0.0019048314258617448,0.0009914316631661163,0.0019880715705765406,0.22999542752629173,0.38942277,1.1920929e-07
Budapest Főváros Vagyonkezelő Központ Zrt.,Issuer,12006003241,7,-0.02415748,0.27291414,-0.77782106,0.57395655,3.0997438,23,0.1533449414233505,0.009000405396591664,0.01908245024534739,0.04572564612326043,0.2665606783253842,0.34237581,0.0
Ka-Pu Ipari Kapugyártó és Szerelő Kft.,Winner,"10495885241,HU10495885",7,-0.02979753,0.26583543,-0.67105114,0.53031147,3.0264196,23,0.0,0.0008413991393867128,0.0010024882554534496,0.0019880715705765406,0.21054834658853078,0.3611344,2.3841858e-07
Video-Data Korlátolt Felelősségű Társaság,Winner,24392046243,5,-0.014273018,0.32936895,-0.98673403,1.0037634,3.7298815,33,0.0,0.0008180239671008434,0.001068081127772801,0.0019880715705765406,0.19017013232514177,0.38098034,-1.1920929e-07
Székesfehérvár Megyei Jogú Város Önkormányzata,Issuer,15726999207,12,-0.030812513,0.23902489,-0.5614577,0.62340444,2.7266345,34,0.1350500156427123,0.04778308524045619,0.031948845039260605,0.07952286282306162,0.29363689433741974,0.3868235,2.3841858e-07
Stilfa-MI Korlátolt Felelősségű Társaság,Winner,14887606203,12,-0.034998693,0.23111467,-0.60779464,0.5904476,2.6445754,34,0.0,0.004466999057750408,0.0009761860490598292,0.0019880715705765406,0.2270880361173815,0.40155903,0.0
IMMO Szervíz Szolgáltató és Épületkezelő Korlátolt felelősségű társaság,Winner,12030705243,2,-0.027225705,0.36479852,-1.023068,0.77916217,4.1387024,22,0.0,9.005238357242926e-06,0.001091728192141104,0.0019880715705765406,0.1519178495922682,0.36833698,-1.7881393e-07
Cívis-út Kft,Winner,"23932663209,HU23932663",6,0.01075507,0.21747756,-0.55060095,0.48368958,2.4634845,68,0.0004884648892118021,0.01740983970681735,0.001515545293297916,0.003976143141153081,0.24194324194324193,0.407731,1.1920929e-07
"AKTÍV Ipari, Építőipari és Kereskedelmi Korlátolt Felelősségű Társaság",Winner,"10459340203,HU10459340",12,-0.028590502,0.23050405,-0.57074434,0.6337455,2.6278393,34,0.0,0.004466999057750408,0.0009761860490598292,0.0019880715705765406,0.2270880361173815,0.40454385,-1.1920929e-07
Csízió-Stúdió Építési Kft,Winner,13218290213,7,-0.038971856,0.26911902,-0.7518976,0.57916135,3.0764935,23,0.0,0.0008413991393867128,0.0010024882554534496,0.0019880715705765406,0.21054834658853078,0.3613566,0.0
Győr Megyei Jogú Város Önkormányzata,Issuer,15735595208,13,0.011097525,0.2288351,-0.544404,0.5880921,2.5920165,23,0.08758517001824012,0.04344004257416103,0.019383863712308918,0.05168986083499005,0.3080220453153705,0.3628767,-1.1920929e-07
Szabó és Társa Belsőépítészeti Kft.,Winner,"11975201208,HU11975201",13,0.003795687,0.22785413,-0.6721879,0.5543405,2.578233,23,0.0,0.0040609935119417595,0.0009309760561413688,0.0019880715705765406,0.23559718969555035,0.37617055,2.3841858e-07
"Nyírépszer Hungária Építőipari, Kereskedelmi és Szolgáltató Kft.",Winner,"11724483241,HU11724483",6,0.008851922,0.20396239,-0.45724156,0.5260224,2.3097432,68,0.00889943496137875,0.07734105394567109,0.0016124798599509657,0.003976143141153081,0.29501466275659827,0.40365058,-1.1920929e-07
MAHART TISZAYACHT Kft.,Winner,"11391083206,HU11391083",10,-0.024317706,0.26990676,-0.5466058,0.6089371,3.0660152,30,0.0,0.0014107898615680046,0.0010227812452834055,0.0019880715705765406,0.22207505518763798,0.38219315,0.0
FK System Építő Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,Winner,13941770208,13,0.007017668,0.21753342,-0.5851727,0.5486699,2.4623902,23,0.0,0.0040609935119417595,0.0009309760561413688,0.0019880715705765406,0.23559718969555035,0.38921872,-5.9604645e-08
STRABAG Építő Korlátolt Felelősségű Társaság,Winner,"12961555443,01-09-728620",13,-0.021848304,0.20917892,-0.54186434,0.45430452,2.3794634,23,0.012329188145012908,0.017587885291790548,0.002257004042518892,0.005964214711729622,0.2708669897684437,0.38159806,-2.3841858e-07
SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,Winner,"14300327244,HU14300327",3,0.0033569462,0.21901855,-0.51401836,0.48268002,2.478203,24,0.02717180663219913,0.020755117270227687,0.002896293106436321,0.007952286282306162,0.2872644203312393,0.33509755,-1.7881393e-07
Ganz HYDRO Kereskedelmi és Vállalkozási Kft.,Winner,"10838686242,HU10838686",6,0.02380028,0.21804638,-0.491335,0.6399836,2.4815655,68,0.0,0.013892581026694363,0.0009228494947736675,0.0019880715705765406,0.23940980485483104,0.41415682,-1.1920929e-07
DRYVIT PROFI Építőipari Szolgáltató Kereskedelmi Korlátolt Felelősségű Társaság,Winner,"24880521209,HU24880521",6,0.019029694,0.21666566,-0.59598404,0.6196587,2.4607284,68,0.0004884648892118021,0.01740983970681735,0.001515545293297916,0.003976143141153081,0.24194324194324193,0.41296625,1.1920929e-07
AB-VILL KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,Winner,"22731555215,HU22731555",0,0.0102021005,0.26890045,-0.6785954,0.72011995,3.04445,24,0.0,0.001105296383338807,0.000984646393315879,0.0019880715705765406,0.20742268041237114,0.37024888,1.1920929e-07
Solar ÉPÍTŐ Korlátolt Felelősségű Társaság,Winner,"25809909242,HU25809909",6,0.0044685593,0.24627379,-0.75406355,0.6595027,2.7867286,68,0.010548360871436119,0.012045251249815155,0.002202238856106399,0.005964214711729622,0.2541687721071248,0.32294828,1.1920929e-07
Hornyák Útépítő és Szolgáltató Kft,Winner,11185417211,3,0.028993137,0.20688187,-0.4170048,0.66141444,2.3634741,24,0.0,0.003167231978437142,0.0009369081115364766,0.0019880715705765406,0.25062282012954656,0.35924238,0.0
"""KUSZI"" Közmű-, Út- és Szolgáltató Ipari Mérnöki Tervező és Kivitelező Korlátolt Felelősségű Társaság",Winner,"11620444209,HU11620444",6,0.01689409,0.21715276,-0.55579275,0.53194004,2.4642267,68,0.0004884648892118021,0.01740983970681735,0.001515545293297916,0.003976143141153081,0.24194324194324193,0.41689035,2.3841858e-07
Mátra-Fuvar-Sped Korlátolt Felelőségű Társaság,Winner,23280739210,2,-0.025194632,0.36933297,-1.0000277,0.9018778,4.188236,22,0.0,9.005238357242926e-06,0.001091728192141104,0.0019880715705765406,0.1519178495922682,0.37108287,1.1920929e-07
ZAJKÖZ Zajvédelem a közlekedésben Korlátolt Felelősségű Társaság|TIC Közlekedési Infrastruktúra Építő Kft.,Winner,"25481716242,HU25481716|25003440243,HU25003440",4,0.00078234356,0.19732551,-0.47369415,0.5308217,2.2325008,49,0.0,0.00905989272209838,0.0009450800325557896,0.0019880715705765406,0.24524622135543636,0.43392497,0.0
Prémium Pázsit Kft.,Winner,"26749688242,HU26749688",3,0.02055224,0.21676485,-0.50953746,0.70933676,2.4634128,24,0.0,0.003167231978437142,0.0009369081115364766,0.0019880715705765406,0.25062282012954656,0.35831985,-1.1920929e-07
HE-DO Építő Zártkörűen Működő Részvénytársaság,Winner,"27972685241,01-10-140878",3,0.012550509,0.20543303,-0.4925437,0.7371037,2.3285427,24,0.003576140816407259,0.012227124700535521,0.0015843690964732187,0.003976143141153081,0.26970509383378016,0.35860944,0.0
KÖZMŰÚT J.K.K. Építő és Szolgáltató Korlátolt Felelősségű Társaság,Winner,25362035242,3,0.018511493,0.21405756,-0.5388311,0.6000683,2.4308238,24,0.0,0.003167231978437142,0.0009369081115364766,0.0019880715705765406,0.25062282012954656,0.36565152,0.0
KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság,Winner,"11876566215,HU11876566",0,0.008962193,0.22424746,-0.4909671,0.6518747,2.5390956,24,0.021209747949354978,0.027575028812254532,0.00285003362393149,0.007952286282306162,0.2685531233315537,0.3531473,2.3841858e-07
Duna Aszfalt Út és Mélyépítő Zártkörűen Működő Részvénytársaság,Winner,"28733232403,HU17780890",6,0.014856298,0.2046738,-0.54526055,0.6474494,2.3217115,68,0.0037712209203974324,0.022952473748792744,0.0015703104797104093,0.003976143141153081,0.2599483204134367,0.39110717,-1.1920929e-07
Fortrans 2000 Kft,Winner,11075064205,8,-0.034051612,0.26543468,-0.70115155,0.66153497,3.0276606,24,0.0,0.0010417275172366445,0.0010195105465855038,0.0019880715705765406,0.21634408602150537,0.37487847,3.5762787e-07
DUNABER Beruházó és Szaktanácsadó Korlátolt Felelősségű Társaság,Winner,"25820984202,HUOCCSZ.02-09-082669",12,-0.029121477,0.23763326,-0.6144791,0.6318309,2.708626,34,0.0,0.004466999057750408,0.0009761860490598292,0.0019880715705765406,0.2270880361173815,0.40199015,1.1920929e-07
B-D Technika Bau Kft.,Winner,26360720205,8,-0.031193089,0.2701917,-0.7141554,0.65860075,3.0771744,24,0.0,0.0010417275172366445,0.0010195105465855038,0.0019880715705765406,0.21634408602150537,0.37297547,-3.5762787e-07
Kobold'2003 Növénytermesztő és Parképítő Korlátolt Felelősségű Társaság,Winner,"12982578243,HU12982578",5,-0.008496275,0.32655862,-0.99657315,0.99956506,3.6958392,33,0.0,0.0008180239671008434,0.001068081127772801,0.0019880715705765406,0.19017013232514177,0.38390267,0.0
C és R Közlekedésépítő Kft.,Winner,11456917207,12,-0.032106914,0.2406224,-0.6336221,0.63936895,2.7464595,34,0.0,0.004466999057750408,0.0009761860490598292,0.0019880715705765406,0.2270880361173815,0.4017828,0.0
Konstruktor Építőipari Korlátolt Felelősségű Társaság,Winner,"11117801207,HU11117801",12,-0.028663035,0.24033993,-0.6426005,0.68550664,2.7384048,34,0.0,0.004466999057750408,0.0009761860490598292,0.0019880715705765406,0.2270880361173815,0.39469078,3.5762787e-07
"LASPED Kereskedelmi, Építőipari és Szolgáltató Korlátolt Felelősségű Társaság",Winner,12976119205,8,-0.023697201,0.272141,-0.701918,0.6036844,3.0905747,24,0.0,0.0010417275172366445,0.0010195105465855038,0.0019880715705765406,0.21634408602150537,0.3804512,1.1920929e-07
VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság,Winner,"25918454209,HU25918454",6,0.03197185,0.21270673,-0.4844352,0.6845721,2.433535,68,0.0,0.013892581026694363,0.0009228494947736675,0.0019880715705765406,0.23940980485483104,0.4303992,-5.9604645e-08
Framtid Group Kft,Winner,"25278985242,HU25278985,01-09-205811",7,-0.02916163,0.24826342,-0.66852206,0.51349926,2.8280907,23,0.0,0.0008413991393867128,0.0010024882554534496,0.0019880715705765406,0.21054834658853078,0.35305822,-2.3841858e-07
CERB Szolgáltató és Kereskedelmi Kft.,Winner,12922361243,7,-0.037093543,0.25344408,-0.71382105,0.5997658,2.8979406,23,0.016773438427349144,0.005308398197137121,0.001681055256894231,0.003976143141153081,0.2414786365818531,0.32707918,-1.7881393e-07
Euroline-Ablak Kft.|Centurio Vállalkozási és Kereskedelmi Kft.,Winner,13962085241|10444346243,9,-0.009111374,0.262935,-0.51766026,0.74332553,2.9765558,30,0.0,0.0007385058021917225,0.0009969657483474594,0.0019880715705765406,0.21634408602150537,0.38016722,-3.5762787e-07
TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,Winner,"22757937209,HU22757937",6,0.0039783265,0.20872934,-0.5152847,0.4681645,2.3619318,68,0.017905787462017136,0.08085831262579407,0.0022051756584752146,0.005964214711729622,0.29887106357694593,0.38222045,1.1920929e-07
STRABAG Építőipari Zártkörűen Működő Részvénytársaság,Winner,"10776456443,01-10-041955",6,0.014288001,0.2331287,-0.53617895,0.7430476,2.6424992,68,0.08861078598934677,0.030218366040308007,0.00424319294020697,0.011928429423459244,0.29994036970781157,0.32497072,2.3841858e-07
"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",Issuer,12464780251,1,-0.002261953,0.19075929,-0.4515872,0.49225497,2.1583467,91,0.42983427955231357,0.6787063456722222,0.09010294442110543,0.220675944333996,0.3569907735982967,0.43339533,-5.9604645e-08
DESZIG Építőipari és Kereskedelmi Kft.,Winner,10584095209,6,0.017958373,0.24849564,-0.61655724,0.6258964,2.8187394,68,0.0,0.003517258680122986,0.0008903148461432963,0.0019880715705765406,0.22090469916556874,0.3901261,0.0
CAPRICOLORS Építőipari és Szolgáltató Korlátolt Felelősségű Társaság,Winner,23403947215,0,0.009776747,0.2644721,-0.7431663,0.7276414,2.994204,24,0.0,0.001105296383338807,0.000984646393315879,0.0019880715705765406,0.20742268041237114,0.3704418,2.3841858e-07
FEJÉR-B.Á.L. Építő és Szolgáltató Zártkörűen Működő Részvénytársaság,Winner,"25308673207,HU25308673.",1,0.0034174472,0.2039323,-0.56034017,0.44185764,2.3075545,91,0.0,0.06344847291897672,0.000987249412796346,0.0019880715705765406,0.26321297749869177,0.44995323,0.0
EB Hungary Invest Kft.,Winner,"13240567242,HU13240567",1,0.0046419827,0.1883432,-0.5364189,0.4001562,2.131507,91,0.0,0.06344847291897672,0.000987249412796346,0.0019880715705765406,0.26321297749869177,0.4512073,0.0
Sziki-Ép Kft.,Winner,14101094206,11,0.012022036,0.2554553,-0.56391996,0.6131407,2.8933454,29,0.0,0.0019048314258617448,0.0009914316631661163,0.0019880715705765406,0.22999542752629173,0.38635767,-1.1920929e-07
"VÁRÉPKER Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",Winner,12017340241,5,-0.0062932465,0.30904993,-0.879609,0.96616685,3.4972255,33,0.0,0.0008180239671008434,0.001068081127772801,0.0019880715705765406,0.19017013232514177,0.38121232,0.0
TÁRS-95 Acélszerkezet és Gépgyártó Építőipari Kereskedelmi Korlátolt Felelősségű Társaság|Radel&Hahn Zrt.|Gyémánt-Net Szolgáltató Korlátolt Felelősségű Társaság,Winner,"12461866209,HU12461866|10701489209,HU10701489|13684170209,HU13684170",1,0.0014582044,0.19950986,-0.45472774,0.44146988,2.2572567,91,0.0,0.06344847291897672,0.000987249412796346,0.0019880715705765406,0.26321297749869177,0.44842833,0.0
PALOTA ART - ÉP 013 Építőipari Korlátolt Felelősségű Társaság,Winner,24145590242,7,-0.033029735,0.2673244,-0.71156186,0.57339424,3.0474286,23,0.0,0.0008413991393867128,0.0010024882554534496,0.0019880715705765406,0.21054834658853078,0.36542863,0.0
B&G Építő és Üzemeltető Korlátolt Felelősségű Társaság,Winner,"25057133220,HU25057133",10,-0.02119994,0.26634678,-0.5365541,0.67310256,3.0229003,30,0.0,0.0014107898615680046,0.0010227812452834055,0.0019880715705765406,0.22207505518763798,0.38327816,1.1920929e-07
DENCO Klimatechnikai Szolgáltató és Kereskedelmi Korlátolt Felellősségű Társaság,Winner,"12467006213,HU12467006",1,-0.012785748,0.17971984,-0.41740227,0.47899023,2.038437,91,0.0,0.06344847291897672,0.000987249412796346,0.0019880715705765406,0.26321297749869177,0.45107117,-1.1920929e-07
LIMER-BAU Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Winner,"13655617209,HU13655617",8,-0.022139559,0.27420962,-0.72300786,0.64235896,3.1124232,24,0.0,0.0010417275172366445,0.0010195105465855038,0.0019880715705765406,0.21634408602150537,0.37006062,1.1920929e-07
B&G Építő és Üzemeltető Korlátolt Felelősségű Társaság| SZABADICS Építőipari Zártkörűen Működő Részvénytársaság ,Winner,"25057133220,HU25057133|13748429220,HU13748429",1,-0.004290619,0.18749681,-0.57063144,0.4395182,2.1218395,91,0.0,0.06344847291897672,0.000987249412796346,0.0019880715705765406,0.26321297749869177,0.45602864,-5.9604645e-08
"FEHÉR ABLAK Ablakgyártó, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság",Winner,"11114578241,HU11114578,01-09-723803",12,-0.028864002,0.22762625,-0.5666357,0.6318274,2.595919,34,0.0,0.004466999057750408,0.0009761860490598292,0.0019880715705765406,0.2270880361173815,0.378581,3.5762787e-07
Vasi Bádogos Szolgáltató Korlátolt Felelősségű Társaság,Winner,"13519917218,HU13519917",13,0.004690878,0.22224633,-0.68386716,0.49934536,2.5149903,23,0.0,0.0040609935119417595,0.0009309760561413688,0.0019880715705765406,0.23559718969555035,0.38562244,2.3841858e-07
Bástya Millenium Zártkörűen Működő Részvénytársaság,Winner,25121254242,1,-0.0014155069,0.18967696,-0.48692915,0.39721438,2.1460094,91,0.0,0.06344847291897672,0.000987249412796346,0.0019880715705765406,0.26321297749869177,0.4494386,0.0
WEST HUNGÁRIA BAU Építőipari Szolgáltató Korlátolt Felelősségű Társaság,Winner,"11469830244,HU11469830",7,-0.011715076,0.23883149,-0.6582904,0.55817384,2.7053185,23,0.08231412943068,0.06835086557030519,0.0023254756291530695,0.005964214711729622,0.2919326755658735,0.29727596,0.0
BMT Mérnöki Zrt.,Winner,25548556220,10,-0.023717502,0.2642067,-0.5425823,0.6538624,3.0011775,30,0.0,0.0014107898615680046,0.0010227812452834055,0.0019880715705765406,0.22207505518763798,0.38956228,1.1920929e-07
Colas Alterra Építőipari Zártkörűen Működő Részvénytársaság,Winner,"13961149244,HU13961149",9,-0.02168556,0.24981995,-0.5584393,0.74570394,2.8370185,30,0.010668594888564375,0.00520550485994213,0.0016755327497882408,0.003976143141153081,0.2445308701993194,0.36219442,1.1920929e-07
Zöld Garden Korlátolt Felelősségű Társaság,Winner,23981210242,4,-0.0064173713,0.19492036,-0.43629566,0.49686253,2.2064672,49,0.0,0.00905989272209838,0.0009450800325557896,0.0019880715705765406,0.24524622135543636,0.41897893,-4.172325e-07
Richlik Trans Kft.|GRANDER HOME Korlátolt Felelősségű Társaság,Winner,"10685079213,HU10685079|24944234213,HU24944234",4,0.0018050282,0.18849629,-0.42016527,0.58315957,2.13269,49,0.0,0.00905989272209838,0.0009450800325557896,0.0019880715705765406,0.24524622135543636,0.41168803,0.0
STRABAG Generálépítő Korlátolt Felelősségű Társaság,Winner,"25873982443,01-09-293796",13,-0.019177102,0.20902638,-0.6754517,0.50058407,2.3747954,23,0.043216151498627994,0.08103635821076727,0.002946634407696191,0.007952286282306162,0.3173501577287066,0.3598473,-1.1920929e-07
Pharos 95 Sportpályaépítő Kft.,Winner,"12073601213,HU12073601",1,-0.0019966066,0.19688323,-0.6219049,0.4277601,2.2275941,91,0.0,0.06344847291897672,0.000987249412796346,0.0019880715705765406,0.26321297749869177,0.43799525,1.1920929e-07
