Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000506272018,,,Kunsziget Község Önkormányzata,15728207208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"„Kunsziget, külterületi út felújítása – Győri út”",Építési beruházás,101469861.0,HUF,45000000-7,45233142-6,HU221,Igen,Nem,Igen,Igen,Igen,,2018-09-26,5.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.  ,Nem,101327815.0,HUF,101469861.0,HUF,Nem,,,Nem,Nem,Nincs adat,18050/2018,,2018-10-10,Tájékoztató az eljárás eredményéről,-14 days,2751,Kunsziget Község Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000270122020,,,Fejér Megyei Szent György Egyetemi Oktató Kórház,15360025207,Nem,Nem,U - Egyéb típus:,KL - Egészségügy,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,K2 parkoló kialakítása,Építési beruházás,138735438.0,HUF,45000000-7,45000000-7|45233270-2|45223300-9,HU211,Igen,Nem,Igen,Nem,Igen,,2020-05-11,3.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Szlovák Utca 6,Igen,158949102.0,HUF,138735438.0,HUF,Igen,Nem ismert,,Nem,Nem,Nincs adat,8489/2020,,2020-05-20,Tájékoztató az eljárás eredményéről,-9 days,2779,Fejér Megyei Szent György Egyetemi Oktató Kórház,ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000284392020,,,Környe Község Önkormányzata,15729961211,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Iparcentrum - ivóvíz- és szennyvízhálózat építés,Építési beruházás,98376000.0,HUF,45231300-8,45233142-6|45231300-8,HU212,Igen,Nem,Igen,Nem,Igen,,2020-05-12,4.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,98376000.0,HUF,Nem,,,Nem,Nem,Nincs adat,8826/2020,,2020-05-19,Tájékoztató az eljárás eredményéről,-7 days,2905,Környe Község Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000358202020,,,Kunsziget Község Önkormányzata,15728207208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Kunsziget, ipari terület fejlesztése.",Építési beruházás,163138855.0,HUF,45000000-7,45233123-7|45112100-6|45213316-1|45316110-9,HU221,Igen,Nem,Igen,Igen,Igen,,2020-05-27,4.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,163138855.0,HUF,Nem,,,Nem,Nem,Nincs adat,9724/2020,,2020-06-03,Tájékoztató az eljárás eredményéről,-7 days,3569,Kunsziget Község Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000515942018,,,Mosonmagyaróvár Város Önkormányzata,15728032208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Honvéd utca felújítása (928),Építési beruházás,107963902.0,HUF,45000000-7,45233000-9|45221250-9|45200000-9|45000000-7|45111000-8|45233228-3,HU221,Igen,Nem,Igen,Nem,Igen,,2018-10-19,2.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.  ,Nem,98558360.0,HUF,107963902.0,HUF,Igen,,,Nem,Nem,Nincs adat,19824/2018,,2018-10-30,Tájékoztató az eljárás eredményéről,-11 days,3583,Mosonmagyaróvár Város Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000413062020,,,Buzsák Község Önkormányzata,15731474214,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),„Buzsák-Csisztafürdő és Somogyvámos kerékpárút”,Építési beruházás,238726021.0,HUF,45233162-2,45233162-2,HU232,Igen,Nem,Igen,Igen,Igen,,2020-11-30,6.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,238726021.0,HUF,Igen,Jelenleg nem ismert,,Nem,Nem,Nincs adat,22797/2020,,2020-12-07,Tájékoztató az eljárás eredményéről,-7 days,3795,Buzsák Község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000444402020,,,Hajdúböszörményi Tankerületi Központ,15835145209,Nem,Nem,N - Regionális/helyi szintű,KL - Oktatás,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Tiszacsegei Fekete István Ált. Isk. fejlesztése,Építési beruházás,595000000.0,HUF,45000000-7,45111200-0|45000000-7|45110000-1|45443000-4|45430000-0|45442100-8|45223000-6|45223300-9|45233221-4|45233228-3|45233270-2|45315100-9|45410000-4|45320000-6|45321000-3|45421100-5|45350000-5|45262500-6|45262650-2,HU321,Igen,Nem,Igen,Igen,Igen,,2020-08-17,5.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,601766346.0,HUF,595000000.0,HUF,Igen,"CS-Control Építőipari Kereskedelmi és Szolgáltató Kft., Adószám: 23849325-2-09",,Nem,Nem,Nincs adat,15336/2020,,2020-08-24,Tájékoztató az eljárás eredményéről,-7 days,4065,Hajdúböszörményi Tankerületi Központ,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000516352020,,,Alsóörs Község Önkormányzata|Felsőörs község Önkormányzata,15734013219|15734116219,Igen,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kerékpárút építés Alsóörs Felsőörs területén II.,Építési beruházás,344344865.0,HUF,45233162-2,45233162-2,HU213,Igen,Nem,Igen,Igen,Igen,,2020-09-21,8.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,501979859.0,HUF,344344865.0,HUF,Igen,Ajánlatadáskor még nem ismert.,,Nem,Nem,Nincs adat,17433/2020,,2020-09-24,Tájékoztató az eljárás eredményéről,-3 days,4416,Alsóörs Község Önkormányzata|Felsőörs község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000597432020,,,Körösszegapáti Nagyközségi Önkormányzat,15373058209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Apáti Ízek kereskedőház kialakítása,Építési beruházás,67565500.0,HUF,45210000-2,45210000-2,HU321,Igen,Nem,Igen,Nem,Igen,,2020-07-09,3.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,67719118.0,HUF,67565500.0,HUF,Igen,"Ara-Terv Bt. (4031 Debrecen, Ond utca 6., 22872339-1-09). A többi alvállalkozó jelenleg még nem ismert. ",,Nem,Nem,Nincs adat,12604/2020,,2020-07-12,Tájékoztató az eljárás eredményéről,-3 days,4828,Körösszegapáti Nagyközségi Önkormányzat,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000610052020,,,Futball Club Hatvan,19136840110,Nem,Nem,U - Egyéb típus:,"KL - Szabadidő, kultúra és vallás",Uniós eljárásrend,Nyílt eljárás,Jégcsarnok út és közvilágítás,Építési beruházás,131274070.0,HUF,45316110-9,45316110-9|45231400-9|45233120-6|45233228-3,HU120,Igen,Nem,Igen,Nem,Igen,,2021-02-15,9.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,157150327.0,HUF,131274070.0,HUF,Igen,POLAR-STUDIÓ Elektromos Fővállalkozó Korlátolt Felelősségü Társaság (adószáma: 11023524-2-03),POLAR-STUDIÓ Elektromos Fővállalkozó Korlátolt Felelősségü Társaság (adószáma: 11023524-2-03) - ajánlattételi felhívás III.1.3) M.2.1. pont MV-ÉV jogosultságú szakember,Nem,Nem,Nincs adat,2836/2021,2021/S 040-096949,2021-02-25,Tájékoztató az eljárás eredményéről,-10 days,4944,Futball Club Hatvan,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000641702020,,,Szociális és Gyermekvédelmi Főigazgatóság,15802107241,Nem,Nem,N - Központi szintű,KL - Szociális védelem,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Szolnok EFOP-2.1.1. építés 5. (1271),Építési beruházás,272181243.0,HUF,45000000-7,45262300-4|45262210-6|45312310-3|45262500-6|45310000-3|45261210-9|45262650-2|45261310-0|45112700-2|45223300-9|45200000-9|45210000-2|45215215-7|45220000-5|45112100-6|45000000-7|45100000-8|45331000-6|45350000-5|45315100-9|45400000-1|45421100-5|45321000-3|45315300-1|45332000-3|45320000-6,HU322,Igen,Nem,Igen,Igen,Igen,,2020-11-24,4.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,141477509.0,HUF,272181243.0,HUF,Igen,"Ara-Terv Bt. (Adószáma: 22872339-1-09), Ipolyi Plan-Ing 2020 kft. (Adószáma: 27089152-2-09)","Ara-Terv Bt. (Adószáma: 22872339-1-09), MV-É kategóriájú felelős műszaki vezető, Ipolyi Plan-Ing 2020 kft. (Adószáma: 27089152-2-09) MV-ÉG kategóriájú felelős műszaki vezető",Nem,Nem,Nincs adat,22236/2020,,2020-11-30,Tájékoztató az eljárás eredményéről,-6 days,5014,Szociális és Gyermekvédelmi Főigazgatóság,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000560702018,,,Fővárosi Csatornázási Művek Zrt.,10893850244,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Hirdetmény közzététele nélküli tárgyalásos eljárás,Közcsatornák építési jellegű hibaelhárítása 2.,Építési beruházás,507417000.0,HUF,45232400-6,45232400-6,HU110,Igen,Nem,Igen,Nem,Igen,,2018-12-03,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E. ,Igen,500000000.0,HUF,507417000.0,HUF,Igen,"ECO-REAL Kft. (12991978-2-42), Kék-Topáz Bt. (29074329-2-43), Leitner Kft. (12174623-2-13), Tápegység Kft. (10595631-2-43), L.V.B. INert Kft. (11712602-2-13)",-,Igen,Nem,Nincs adat,23621/2018,2018/S 248-572386,2018-12-27,Tájékoztató az eljárás eredményéről,-24 days,5712,Fővárosi Csatornázási Művek Zrt.,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000763222020,,,Szigetszentmiklós Város Önkormányzata,15730916213,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"Szigetszentmiklós, Iskola utca felújítása",Építési beruházás,39570785.0,HUF,45233223-8,45233223-8,HU120,Igen,Nem,Igen,Nem,Igen,,2020-11-20,12.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,75688760.0,HUF,39570785.0,HUF,Igen,még nem ismertek,,Nem,Nem,Nincs adat,21902/2020,,2020-11-29,Tájékoztató az eljárás eredményéről,-9 days,5721,Szigetszentmiklós Város Önkormányzata,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000757612020,1,"Zirc,Rákóczi tér Apátság előtti térrész felújítása",Zirc Városi Önkormányzat,15734006219,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Zirc, Zöld város a Magas Bakonyban építési munkái",Építési beruházás,114712239.0,HUF,45000000-7,45000000-7|45112700-2|45233000-9,HU213,Igen,Nem,Igen,Igen,Igen,,2020-11-20,5.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,114712239.0,HUF,Igen,nem ismert,,Nem,Nem,Nincs adat,22069/2020,,2020-12-02,Tájékoztató az eljárás eredményéről,-12 days,5800,Zirc Városi Önkormányzat,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000764252020,,,Szentendre Város Önkormányzat ,15731292213,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Kálvária út burkolatfelújítás,Építési beruházás,33233867.0,HUF,45000000-7,45000000-7,HU120,Igen,Nem,Igen,Nem,Igen,,2020-10-13,4.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,33233867.0,HUF,Igen,Az ajánlat benyújtásakor még nem ismert.,,Nem,Nem,Nincs adat,19248/2020,,2020-10-21,Tájékoztató az eljárás eredményéről,-8 days,5822,Szentendre Város Önkormányzat ,STRABAG Általános Építő Korlátolt Felelősségű Társaság
