Node,Type,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Degree_Centrality,Closeness_Centrality,Avg_Similarity_To_Others,Max_Similarity_To_Others
NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,Issuer,11906522241,0,41.0,57.27710420985567,0,122,122.00409829181969,807,0.28160803229136916,0.6897046429642437,0.06546012395353752,0.1513647642679901,0.30857580398162326,0.9999651811703183,0.0
Perfektum Építész Kft.,Winner,"26295464241,HU26295464",0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.011079893483818678,0.06790627584829757,0.0010733315502451522,0.0024813895781637717,0.2782188470831895,0.9999957760739614,0.0
UTIBER Közúti Beruházó Kft|RODEN Mérnöki Iroda Korlátolt Felelősségű Társaság,Winner,"10554885243,HU10554885|10624672242,HU10624672",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
Generali Biztosító Zrt.,Winner,"10308024444,17780058",0,1.0,1.4142135623730951,0,3,3.0,807,0.008870460102830284,0.005730228997048977,0.001393863841384608,0.0037220843672456576,0.2821141057052853,0.9999957760739614,0.0
"FŐMTERV Mérnöki Tervező Zrt.|RODEN Mérnöki Iroda Korlátolt Felelősségű Társaság|UVATERV Út-, Vasúttervező Zrt.|Via Futura Mérnöki, Tanácsadó és Szolgáltató Kft.|Pannonway Építő Kft.|TURA-Terv Mérnökiroda Kft.|UNITEF'83 Műszaki Tervező és Fejlesztő Zártkörűen Működő Részvénytársaság|UTIBER Közúti Beruházó Kft",Winner,"13842217241,HU13842217|10624672242,HU10624672|10867156243,HU10867156|13260534243,HU13260534|13099581220,HU13099581|12602908242|12108129243,HU12108129|10554885243,HU10554885",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
Pannonway Építő Kft.|TURA-Terv Mérnökiroda Kft.,Winner,"13099581220,HU13099581|12602908242",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
p2m Informatika Szolgáltató Korlátolt Felelősségű Társaság|p2m Consulting Szolgáltató és Tanácsadó Korlátolt Felelősségű Társaság  ,Winner,nan,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0007768828154611846,0.0006407275676731437,0.0012406947890818859,0.1914944167260632,0.9999957760739614,0.0
"New Land Media Reklám, Szolgáltató és Kereskedelmi Kft.|Lounge Design Szolgáltató Kft.",Winner,nan,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0007768828154611846,0.0006407275676731437,0.0012406947890818859,0.1914944167260632,0.9999957760739614,0.0
Lounge Event Korlátolt Felelősségű Társaság|Visual Europe Zártkörűen Működő Részvénytársaság,Winner,nan,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0007768828154611846,0.0006407275676731437,0.0012406947890818859,0.1914944167260632,0.9999957760739614,0.0
MFB Magyar Fejlesztési Bank Zártkörűen Működő Részvénytársaság,Issuer,10644371244,0,14.333333333333334,19.567546828585563,0,42,42.01190307520001,807,0.06657116739029968,0.007299492120219962,0.018826537339328896,0.052109181141439205,0.2627118644067797,0.9997211526172682,0.0
Allianz Hungária Zrt.,Winner,"10337587444,HU17780089",0,1.0,1.4142135623730951,0,3,3.0,807,0.003982261570417695,0.003939677804170983,0.001352928170361976,0.0037220843672456576,0.257590284435922,0.9999957760739614,0.0
MEDIATOR GROUP Reklámügynökség Kft.,Winner,nan,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0007768828154611846,0.0006407275676731437,0.0012406947890818859,0.1914944167260632,0.9999957760739614,0.0
Ovitas Magyarország Informatikai Korlátolt Felelősségű Társaság,Winner,12038239243,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0024474890846341688,0.0006081837247872046,0.0012406947890818859,0.24853530681467778,0.9999957760739614,0.0
MediPixel Kereskedelmi Korlátolt Felelősségű Társaság,Winner,"11815774241,HU11815774",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.002460079390832217,0.0006186095468771936,0.0012406947890818859,0.245806648368405,0.9999957760739614,0.0
"UNI-FM Üzemeltetési, Építőipari és Szolgáltató Korlátolt Felelősségű Társaság",Winner,"25748952243,HU25748952",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0058970704374667945,0.000616876313787675,0.0012406947890818859,0.24550715808711546,0.9999957760739614,0.0
Noreg Információvédelmi Kft.,Winner,"12395183243,HU12395183,01 09 673565",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0023096982675155156,0.0005801569421970462,0.0012406947890818859,0.24372543090414273,0.9999957760739614,0.0
PFM Zrt.,Winner,"12396270241,HU-12396270",0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.011079893483818678,0.06790627584829757,0.0010733315502451522,0.0024813895781637717,0.2782188470831895,0.9999957760739614,0.0
FŐMTERV Mérnöki Tervező Zrt.,Winner,nan,0,1.3333333333333333,1.8856180831641267,0,4,4.0,807,0.0850423415500878,0.0801690755499503,0.0019521301118552534,0.004962779156327543,0.31276678308110206,0.9999957760739614,0.0
"SZOLAMEN SZIGET Gépjárműjavító, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",Winner,23832202213,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0024474890846341688,0.0006081837247872046,0.0012406947890818859,0.24853530681467778,0.9999957760739614,0.0
MyAd Marketing Kommunikációs és Tanácsadó Kft.,Winner,24710239241,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0007768828154611846,0.0006407275676731437,0.0012406947890818859,0.1914944167260632,0.9999957760739614,0.0
ULX Nyílt Forráskódú Tanácsadó és Disztribúciós Kft.,Winner,"10375543243,HU10375543",0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.0009697188710915297,0.0029666361592716895,0.0009615313900136634,0.0024813895781637717,0.24777128804180756,0.9999957760739614,0.0
Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,Issuer,EKRSZ_71040624,0,32.0,44.5495978283381,0,95,95.00526301210897,807,0.22672547549143104,0.05814141355089343,0.05010958944377181,0.11786600496277916,0.34065934065934067,0.9999442271508219,0.0
"METAL 99"" Fémszerkezet Gyártó és Szolgáltató Kft",Winner,10612028213,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.005229306940522681,0.0006345944306713159,0.0012406947890818859,0.2541784925890886,0.9999957760739614,0.0
Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,Issuer,14605749244,0,28.0,38.89301565405628,0,83,83.00602387778854,807,0.18125804950340293,0.11659115267212956,0.04280814007013264,0.10297766749379653,0.3069306930693069,0.9999276089554531,0.0
"PARTNER Mérnöki Iroda Tervező, Kivitelező Szolgáltató Korlátolt Felelősségű Társaság|UTIBER Közúti Beruházó Kft",Winner,nan,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.010483074113962659,0.0006246439318351666,0.0012406947890818859,0.23491693383853104,0.9999957760739614,0.0
Varga József egyéni vállalkozó,Winner,nan,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.005229306940522681,0.0006345944306713159,0.0012406947890818859,0.2541784925890886,0.9999957760739614,0.0
MOVILL Jármű és Alkatrész Javító és Gyártó Kft,Winner,nan,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.005229306940522681,0.0006345944306713159,0.0012406947890818859,0.2541784925890886,0.9999957760739614,0.0
Középülettervező Zártkörűen működő Részvénytársaság|MG Építész Tervező és Szolgáltató Kft.|TOP-KVALITÁS Tervező és Szolgáltató Korlátolt Felelősségű Társaság,Winner,"10569731241,HU10569731|13079909243,HU13079909|11474762211,HU 11474762",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0024474890846341688,0.0006081837247872046,0.0012406947890818859,0.24853530681467778,0.9999957760739614,0.0
Szekszárdi Közétkeztetési Korlátolt Felelősségű Társaság|Szekszárdi Diákétkeztetési Korlátolt Felelősségű Társaság,Winner,14686962217|14012918217,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.002460079390832217,0.0006186095468771936,0.0012406947890818859,0.245806648368405,0.9999957760739614,0.0
NISZ Nemzeti Infokommunikációs Szolgáltató Zrt.,Issuer,10585560244,0,16.666666666666668,22.866763848189994,0,49,49.01020301937138,807,0.10858579565765678,0.0057804256520348225,0.025332979571195773,0.060794044665012405,0.2903458213256484,0.9997950544937394,2.220446049250313e-16
Zengo Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Winner,13748742206,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0005200724406470983,0.0006256857200942918,0.0012406947890818859,0.2250767941915666,0.9999957760739614,0.0
"""KÖZLEKEDÉS"" Tervező Iroda Kft.|Középülettervező Zártkörűen működő Részvénytársaság",Winner,"10336706241,10336706|10569731241,HU10569731",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
FER-MAN Mérnöki Tanácsadó Korlátolt Felelősségű Társaság|FŐBER Nemzetközi Ingatlanfejlesztő és Mérnöki Zrt.,Winner,"27938977241|12037984241,HU12037984",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
ATS Biztonságtechnika Kft.,Winner,24817790213,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0058970704374667945,0.000616876313787675,0.0012406947890818859,0.24550715808711546,0.9999957760739614,0.0
Global Terv Korlátolt Felelősségű Társaság,Winner,"14541744242,HU 14541744",0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.014084094767497684,0.012943153504794875,0.0010573798727644046,0.0024813895781637717,0.2589142306456794,0.9999957760739614,0.0
"UTIBER Közúti Beruházó Kft|Kontúr Csoport Tervező, Építtető, Kivitelező Kereskedelmi Korlátolt Felelősségű Társaság|TRENECON Tanácsadó  és Tervező Kft.",Winner,"10554885243,HU10554885|12921092242,HU12921092|11861689241,HU11861689",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
Ventus-953 Kereskedelmi és Műszeripari Kft.,Winner,"12027105242,HU12027105",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.005229306940522681,0.0006345944306713159,0.0012406947890818859,0.2541784925890886,0.9999957760739614,0.0
Officium Irodafejlesztő Zártkörűen Működő Részvénytársaság|99999 Informatika Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Winner,"27427604241,HU27427604|13854964243,HU13854964,01-09-876769",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0023096982675155156,0.0005801569421970462,0.0012406947890818859,0.24372543090414273,0.9999957760739614,0.0
Comnica Korlátolt Felelősségű Társaság,Winner,14242036243,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0058970704374667945,0.000616876313787675,0.0012406947890818859,0.24550715808711546,0.9999957760739614,0.0
HORTOBÁGY Környezetvédelmi Korlátolt Felelősségű Társaság|Bogármérnökség Kft.|Növényvédő és Kártevőirtó Korlátolt Felelősségű Társaság|Lakidar Korlátolt Felelősségű Társaság|ROVÉRT ROVAR- ÉS RÁGCSÁLÓIRTÓ KFT,Winner,"10542190209,HU10542190|22692522204|10227062203,HU10227062|12358702242,HU12358702.|10326886204,HU10326886",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.010483074113962659,0.0006246439318351666,0.0012406947890818859,0.23491693383853104,0.9999957760739614,0.0
Országos Bírósági Hivatal,Issuer,15795960241,0,12.333333333333334,16.73983937265296,0,36,36.013886210738214,807,0.06990166455903885,0.005173452493364811,0.017702663020273214,0.04466501240694789,0.2781228433402346,0.9996203491864761,0.0
ESG HOLDING Zártkörűen Működő Részvénytársaság,Winner,"25420546241,HU25420546",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.00046539683657726365,0.0006042146016504915,0.0012406947890818859,0.21766135565757494,0.9999957760739614,0.0
Szalonka Építész Stúdió Kft.,Winner,13322166241,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0058970704374667945,0.000616876313787675,0.0012406947890818859,0.24550715808711546,0.9999957760739614,0.0
Nemzeti Média- és Hírközlési Hatóság,Issuer,15775883241,0,19.333333333333332,26.637484032009397,0,57,57.0087712549569,807,0.15363739839905666,0.021542767531971267,0.028692517100149202,0.0707196029776675,0.3311421528348398,0.9998483312712552,0.0
Insomnia Solutions Kft.,Winner,12886513241,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0019373043846148943,0.0006141093685129634,0.0012406947890818859,0.2488422352577956,0.9999957760739614,0.0
Marina Operator Szolgáltató Korlátolt Felelősségű Társaság,Winner,"14094620441,HU14094620",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.010483074113962659,0.0006246439318351666,0.0012406947890818859,0.23491693383853104,0.9999957760739614,0.0
UNITEF-SZALAMANDRA Mérnöki Iroda Korlátolt Felelősségű Társaság|NENT-TERV Tervező és Szolgáltató Korlátolt Felelősségű Társaság,Winner,12629769243|14165944213,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
Sysman Informatikai Zrt.,Winner,12948901241,0,1.0,1.4142135623730951,0,3,3.0,807,0.007709979483486862,0.0021500519773025657,0.0013984569482592215,0.0037220843672456576,0.2505439850792664,0.9999957760739614,0.0
"Via Futura Mérnöki, Tanácsadó és Szolgáltató Kft.",Winner,"13260534243,HU13260534",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
Bálvány-Fa 2005 Kereskedelmi és Kertészeti Korlátolt Felelősségű Társaság|Harmat Kert Parkfenntartó és Parképítő Korlátolt Felelősségű Társaság,Winner,"13502368213|11936749243,HU11936749",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0024474890846341688,0.0006081837247872046,0.0012406947890818859,0.24853530681467778,0.9999957760739614,0.0
ORAC Kiadó Kft.,Winner,10649321241,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0019373043846148943,0.0006141093685129634,0.0012406947890818859,0.2488422352577956,0.9999957760739614,0.0
ERANDO Biztonságtechnikai Tanácsadó és Kereskedelmi Kft.,Winner,"12350508241,HU12350508",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.005229306940522681,0.0006345944306713159,0.0012406947890818859,0.2541784925890886,0.9999957760739614,0.0
Stíl-Domus Korlátolt Felelősségű Társaság,Winner,14865675213,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0024474890846341688,0.0006081837247872046,0.0012406947890818859,0.24853530681467778,0.9999957760739614,0.0
Médiaszolgáltatás - támogató és Vagyonkezelő Alap,Issuer,18091715444,0,15.333333333333334,20.98147330914162,0,45,45.0111097397076,807,0.09411272014794989,0.010815811147098559,0.02070182924117218,0.05583126550868486,0.30097087378640774,0.999757076740275,-2.220446049250313e-16
Snitt Studio Informatikai Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,Winner,"13645759241,HU13645759",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0009730416448992933,0.0005772703862962679,0.0012406947890818859,0.23140970427792132,0.9999957760739614,0.0
ECO-TEC Műszaki-Gazdasági Tanácsadó Korlátolt Felelősségű Társaság|FER-MAN Mérnöki Tanácsadó Korlátolt Felelősségű Társaság,Winner,13878959241|27938977241,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.06200920541083079,0.0006423288424054325,0.0012406947890818859,0.23587942639742465,0.9999957760739614,0.0
NAST Alkatrészgyártó Kft,Winner,"10269709241,HU10269709",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.005229306940522681,0.0006345944306713159,0.0012406947890818859,0.2541784925890886,0.9999957760739614,0.0
Valkyr Informatikai Kft.,Winner,14998603241,0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.0015295862896585633,0.003282739912414809,0.0009715537225453586,0.0024813895781637717,0.25353884869455806,0.9999957760739614,0.0
Agrodat Szolgáltató Korlátolt Felelősségű Társaság,Winner,"26504731203,HU26504731,03-09-136225",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.002460079390832217,0.0006186095468771936,0.0012406947890818859,0.245806648368405,0.9999957760739614,0.0
"New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság",Winner,"24670827244,HU24670827",0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.007456720355091801,0.002714187200076079,0.0010689633302381517,0.0024813895781637717,0.25353884869455806,0.9999957760739614,0.0
BI Consulting Tanácsadó Korlátolt Felelősségű Társaság,Winner,13412360241,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0024474890846341688,0.0006081837247872046,0.0012406947890818859,0.24853530681467778,0.9999957760739614,0.0
In mid Air Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Winner,"14857238214,HU14857238",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0005200724406470983,0.0006256857200942918,0.0012406947890818859,0.2250767941915666,0.9999957760739614,0.0
4iG Nyilvánosan Működő Részvénytársaság,Winner,"12011069244,HU12011069,01-10-044993",0,1.0,1.4142135623730951,0,3,3.0,807,0.003982261570417695,0.003939677804170983,0.001352928170361976,0.0037220843672456576,0.257590284435922,0.9999957760739614,0.0
PLANB Magyarország Korlátolt Felelősségű Társaság,Winner,"14540633241,HU14540633",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0007768828154611846,0.0006407275676731437,0.0012406947890818859,0.1914944167260632,0.9999957760739614,0.0
Eastflow Technology Korlátolt Felelősségű Társaság,Winner,"13152970241,HU13152970",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0005200724406470983,0.0006256857200942918,0.0012406947890818859,0.2250767941915666,0.9999957760739614,0.0
Networker Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Winner,"25112737243,HU25112737",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.005229306940522681,0.0006345944306713159,0.0012406947890818859,0.2541784925890886,0.9999957760739614,0.0
GIRO Elszámolásforgalmi Zártkörűen Működő Részvénytársaság,Winner,"10223257241,HU10223257",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0023096982675155156,0.0005801569421970462,0.0012406947890818859,0.24372543090414273,0.9999957760739614,0.0
ArgonSoft Informatikai Szolgáltató Kft,Winner,"14168332241,HU14168332",0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.0025471785938440076,0.0028297707081626137,0.0010199690563433823,0.0024813895781637717,0.2503883193538366,0.9999957760739614,0.0
CableWorld Ipari és Kereskedelmi Korlátolt Felelősségű Társaság,Winner,"10768057243,HU10768057",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0019373043846148943,0.0006141093685129634,0.0012406947890818859,0.2488422352577956,0.9999957760739614,0.0
B. és B. 97. Design Studio Kft.,Winner,12255788213,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0058970704374667945,0.000616876313787675,0.0012406947890818859,0.24550715808711546,0.9999957760739614,0.0
OESZ Országos Egészségügyi Szolgáltató Korlátolt Felelősségű Társaság,Winner,27064434243,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0009730416448992933,0.0005772703862962679,0.0012406947890818859,0.23140970427792132,0.9999957760739614,0.0
Interface Számítástechnikai Korlátolt Felelősségű Társaság,Winner,10354740241,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0019373043846148943,0.0006141093685129634,0.0012406947890818859,0.2488422352577956,0.9999957760739614,0.0
Medtronic Hungária Kereskedelmi Korlátolt Felelősségű Társaság,Winner,"12070907243,HU12070907,01-09-462762",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.002460079390832217,0.0006186095468771936,0.0012406947890818859,0.245806648368405,0.9999957760739614,0.0
SDA Informatika Zártkörűen Működő Részvénytársaság,Winner,"11684057243,HU11684057",0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.0018607291320332676,0.00835714982829901,0.001049612254716913,0.0024813895781637717,0.2584161590253286,0.9999957760739614,0.0
Szféra-Tisza Kft.,Winner,11278786216,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0007768828154611846,0.0006407275676731437,0.0012406947890818859,0.1914944167260632,0.9999957760739614,0.0
Casting Office KorlátoltFelelősségű Társaság,Winner,"24733120242,HU24733120",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0009730416448992933,0.0005772703862962679,0.0012406947890818859,0.23140970427792132,0.9999957760739614,0.0
GE Healthcare Magyarország Korlátolt Felelősségű Társaság,Winner,"26575113244,HU26575113",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0058970704374667945,0.000616876313787675,0.0012406947890818859,0.24550715808711546,0.9999957760739614,0.0
Sopia-NET Kommunikációs és Tanácsadó Kft.,Winner,"13106010202,HU13106010",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.002460079390832217,0.0006186095468771936,0.0012406947890818859,0.245806648368405,0.9999957760739614,0.0
Invitech ICT Services Korlátolt Felelősségű Társaság,Winner,"25836965244,HU25836965,13-09-190552",0,1.0,1.4142135623730951,0,3,3.0,807,0.008870460102830284,0.005730228997048977,0.001393863841384608,0.0037220843672456576,0.2821141057052853,0.9999957760739614,0.0
BUDAKER Kereskedelmi Gyártó és Szolgáltató Korlátolt Felelősségű Társaság,Winner,12248885243,0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.005229306940522681,0.0006345944306713159,0.0012406947890818859,0.2541784925890886,0.9999957760739614,0.0
Keiok Kft,Winner,"13320047243,HU13320047",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0007768828154611846,0.0006407275676731437,0.0012406947890818859,0.1914944167260632,0.9999957760739614,0.0
ATOS Magyarország Korlátolt Felelősségű Társaság,Winner,"10378144243,HU10378144,01-09-710062",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0005200724406470983,0.0006256857200942918,0.0012406947890818859,0.2250767941915666,0.9999957760739614,0.0
DEVERTO Rendszertechnika Zártkörűen Működő Részvénytársaság,Winner,"24163558242,HU24163558",0,0.3333333333333333,0.4714045207910317,0,1,1.0,807,0.0,0.0005200724406470983,0.0006256857200942918,0.0012406947890818859,0.2250767941915666,0.9999957760739614,0.0
"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság",Winner,"22715544241,HU22715544|24670827244,HU24670827",0,0.6666666666666666,0.9428090415820634,0,2,2.0,807,0.007456720355091801,0.002714187200076079,0.0010689633302381517,0.0024813895781637717,0.25353884869455806,0.9999957760739614,0.0
