Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti,contract_value_missing,Betweenness_Centrality_issuer,PageRank_issuer,Community_issuer,Degree_Centrality_issuer,Closeness_Centrality_issuer,Eigenvector_Centrality_issuer,Betweenness_Centrality_winner,PageRank_winner,Community_winner,Degree_Centrality_winner,Closeness_Centrality_winner,Eigenvector_Centrality_winner
EKR001185232022,,,Jászfényszaru Város Önkormányzata,15732877216,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Jászfényszaru, SRF út és Elektromos alállomás",Építési beruházás,77016927.0,HUF,45000000-7,45000000-7,HU322,Igen,Nem,Igen,Nem,Igen,,2022-09-20,3.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,93731686.0,HUF,77016927.0,HUF,Igen,még nem ismert,,Nem,Nem,Nincs adat,21347/2022,,2022-10-20,Tájékoztató az eljárás eredményéről,-30 days,24037,Jászfényszaru Város Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.004339478101384507,0.001981818061280679,4,0.005089058524173028,0.2366044551475015,0.07125397381297804,0.22363389854581456,0.055429422506407054,3,0.15012722646310434,0.2930648769574944,0.45097220256904413
EKR001035362022,2,028 hrsz út szórt alap kiépítése,Bélmegyer Község Önkormányzata,15343154204,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Külterületi utak felújítása Bélmegyeren 2,Építési beruházás,35728087.0,HUF,45233142-6,45233142-6,HU332,Igen,Nem,Igen,Igen,Igen,,2022-10-18,5.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,11105720.0,HUF,10868314.0,HUF,Nem,,,Nem,Nem,Nem,22862/2022,,2022-10-19,Tájékoztató az eljárás eredményéről,-1 days,70125,Bélmegyer Község Önkormányzata,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,False,0.0,0.0013060558709431728,7,0.002544529262086514,0.2206625491297024,0.005372744441207349,0.2779683783667955,0.05880653968971871,7,0.13740458015267176,0.28293736501079914,0.0476057248775289
EKR001151802022,,,Göd Város Önkormányzata,15731106213,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Göd, házi bekötő csatornák kiépítése",Építési beruházás,54987600.0,HUF,45200000-9,45200000-9,HU120,Igen,Nem,Igen,Nem,Igen,,2022-10-10,4.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,55000000.0,HUF,54987600.0,HUF,Nem,,,Nem,Nem,Nincs adat,22217/2022,,2022-10-14,Tájékoztató az eljárás eredményéről,-4 days,23996,Göd Város Önkormányzata,Penta Általános Építőipari Korlátolt Felelősségű Társaság,False,0.002336958430352069,0.0019620110521310938,1,0.005089058524173028,0.22625215889464595,0.027093490853873692,0.15873370830288566,0.03779507751998471,4,0.10178117048346057,0.2754029432375613,0.18066993176019944
EKR000993542022,,,Hosszúpályi Nagyközség Önkormányzata,15728551209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Mezőgazdasági út felújítása,Építési beruházás,79730374.0,HUF,45200000-9,45200000-9,HU321,Igen,Nem,Igen,Igen,Igen,,2022-10-11,15.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,79730374.0,HUF,Nem,,,Nem,Nem,Nincs adat,22388/2022,,2022-10-14,Tájékoztató az eljárás eredményéről,-3 days,70090,Hosszúpályi Nagyközség Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.0,0.0011789704408357656,3,0.002544529262086514,0.2267743796884016,0.050872974103341524,0.22363389854581456,0.055429422506407054,3,0.15012722646310434,0.2930648769574944,0.45097220256904413
EKR001270712022,,,Vámospércs Városi Önkormányzat,15728623209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Orgona utca útépítése és csapadékvíz-elvezetése,Építési beruházás,95976919.0,HUF,45233228-3,45233200-1|45232452-5,HU321,Igen,Nem,Igen,Nem,Igen,,2022-10-11,4.0,Nem,KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság,"11876566215,HU11876566",HUN_4400_Nyíregyháza_Vécsey Utca 21.,Igen,69996561.0,HUF,95976919.0,HUF,Igen,Az ajánlat benyújtásakor még nem ismert.,,Nem,Nem,Nincs adat,22360/2022,,2022-10-14,Tájékoztató az eljárás eredményéről,-3 days,70574,Vámospércs Városi Önkormányzat,KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság,False,0.0,0.0012090151413058489,8,0.002544529262086514,0.2280905397562391,0.005125362421533851,0.13121941627060577,0.015597415506913341,8,0.04071246819338423,0.29526671675432004,0.04543273317745981
EKR000490742021,,,Bucsa Község Önkormányzata|Ecsegfalva Község Önkormányzata|Kertészsziget Község Önkormányzata,15344863204|15344746204|15344753204,Igen,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Meghívásos eljárás,Bucsa-Ecsegfalva-Kertészsziget szennyvízcsat&tiszt,Építési beruházás,4898099889.0,HUF,45232400-6,45232421-9,HU332,Igen,Nem,Igen,Igen,Igen,,2022-09-15,5.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,3993654000.0,HUF,4898099889.0,HUF,Igen,ERBO-PLAN Kft. (adószáma: 11047272204),ERBO-PLAN Kft. (adószáma: 11047272204),Nem,Nem,Nem,21392/2022,2022/S 199-561542,2022-10-14,Tájékoztató az eljárás eredményéről,-29 days,13609,Bucsa Község Önkormányzata|Ecsegfalva Község Önkormányzata|Kertészsziget Község Önkormányzata,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,False,0.0,0.0011653312086282869,5,0.002544529262086514,0.24304267161410018,0.033152482328318966,0.27680443226770024,0.04340155057040007,5,0.11959287531806617,0.32081632653061226,0.2938816178102463
EKR000941532022,,,Ostoros Községi Önkormányzat,15728953210,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Külterületi helyi közutak fejlesztése,Építési beruházás,52782475.0,HUF,45233142-6,45233223-8|45233228-3|45233222-1|45233220-7|45233142-6|45233229-0,HU312,Igen,Nem,Igen,Igen,Igen,,2022-10-10,9.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,90097158.0,HUF,52782475.0,HUF,Nem,,,Nem,Nem,Nincs adat,22448/2022,,2022-10-14,Tájékoztató az eljárás eredményéről,-4 days,69958,Ostoros Községi Önkormányzat,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.0,0.0011789704408357656,3,0.002544529262086514,0.2267743796884016,0.050872974103341524,0.22363389854581456,0.055429422506407054,3,0.15012722646310434,0.2930648769574944,0.45097220256904413
EKR001307432022,1,Selyem út felújítása (II. ütem),Gyomaendrőd Város Önkormányzata,15725527204,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Útfelújítás és parkoló építés Gyomaendrődön 2022,Építési beruházás,9232000.0,HUF,45200000-9,45233142-6,HU332,Igen,Nem,Igen,Nem,Igen,,2022-10-10,2.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,9234325.0,HUF,9232000.0,HUF,Nem,,,Nem,Nem,Nem,22279/2022,,2022-10-13,Tájékoztató az eljárás eredményéről,-3 days,24146,Gyomaendrőd Város Önkormányzata,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,False,0.046361230500439894,0.002090676419672982,5,0.005089058524173028,0.27852586817859676,0.03852522676952631,0.27680443226770024,0.04340155057040007,5,0.11959287531806617,0.32081632653061226,0.2938816178102463
EKR000613422021,|,Út- és mélyépítési munkák-3. írásbeli konzultáció|Út- és mélyépítési munkák-3. írásbeli konzultáció,Budapest Főváros XVII. kerület Rákosmente Önkormányzata,15735801242,Nem,Nem,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Keretmegállapodás út- és mélyépítési munkákra,Építési beruházás,240707338.0,HUF,45233120-6,45233120-6,HU110,Igen,Nem,Igen,Nem,Igen,,2022-09-02,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,,HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,254511143.0,HUF,240707338.0,HUF,Nem,,,Nem,Nem,Nincs adat,21659/2022,2022/S 197-558073,2022-10-12,Együttes tájékoztató eljárások eredményéről,-40 days,60649,Budapest Főváros XVII. kerület Rákosmente Önkormányzata,Penta Általános Építőipari Korlátolt Felelősségű Társaság,False,0.0,0.0011835582803433908,4,0.002544529262086514,0.2160527762506872,0.02038099970963652,0.15873370830288566,0.03779507751998471,4,0.10178117048346057,0.2754029432375613,0.18066993176019944
EKR000922472022,1,1.sz. Területi Divízió: Békéscsaba,ALFÖLDVÍZ Regionális Víziközmű-szolgáltató Zártkörűen Működő Részvénytársaság,13100887204,Nem,Nem,N - Közszolgáltató,KO - Víz,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Aszfaltozási és burkolati munkák megvalósítása,Építési beruházás,149368250.0,HUF,45233220-7,45233220-7,HU332,Igen,Nem,Igen,Nem,Igen,,2022-10-06,1.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,,HUF,46780850.0,HUF,Igen,A szerződés teljesítéséhez igénybe venni kívánt Alvállalkozók jelenleg még nem ismertek.,,Nem,Nem,Nincs adat,22070/2022,,2022-10-11,Tájékoztató az eljárás eredményéről,-5 days,70748,ALFÖLDVÍZ Regionális Víziközmű-szolgáltató Zártkörűen Működő Részvénytársaság,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,False,0.0,0.0011653312086282869,5,0.002544529262086514,0.24304267161410018,0.033152482328318966,0.27680443226770024,0.04340155057040007,5,0.11959287531806617,0.32081632653061226,0.2938816178102463
EKR000839192021,,,BMSK Sport Közhasznú Nonprofit Korlátolt Felelősségű Társaság|Belügyminisztérium Országos Katasztrófavédelmi Főigazgatóság,23007266242|15722720251,Igen,Nem,U - Egyéb típus:,KL - Közrend és biztonság,Uniós eljárásrend,Nyílt eljárás,Bp. XVII. ker. tűzoltóság épületenergetika,Építési beruházás,127586124.0,HUF,45000000-7,45443000-4|45453100-8|45321000-3|45320000-6|45331000-6|45350000-5|45300000-0,HU110,Igen,Nem,Igen,Igen,Igen,,2022-09-29,6.0,Nem,Rit-Rock KFT.,24393559243,HUN_1204_Budapest_Előd Utca 116,Igen,,HUF,127586124.0,HUF,Nem,,,Nem,Nem,Nincs adat,21674/2022,2022/S 196-554859,2022-10-11,Tájékoztató az eljárás eredményéről,-12 days,62314,BMSK Sport Közhasznú Nonprofit Korlátolt Felelősségű Társaság|Belügyminisztérium Országos Katasztrófavédelmi Főigazgatóság,Rit-Rock KFT.,False,0.0,0.001343453284181169,10,0.002544529262086514,0.1673052362707535,0.00032985650856923334,0.0456648644416404,0.012462964236018092,10,0.027989821882951654,0.200817577925396,0.0029240157790871493
EKR001303722020,1|1,3622 sz. Szerencs|3622 sz. Szerencs,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,1662002429.0,HUF,45233140-2,45233140-2,HU311,Igen,Nem,Igen,Igen,Igen,,2022-09-22,4.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,14904134244,HUN_1113_Budapest_Bocskai Út 73.,Nem,226995144.0,HUF,227249188.0,HUF,Igen,,,Nem,Nem,Nincs adat,21527/2022,2022/S 195-551794,2022-10-10,Együttes tájékoztató eljárások eredményéről,-18 days,9605,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,False,0.010109559718105671,0.0027247053375995204,5,0.0076335877862595426,0.2727272727272727,0.12706221095588954,0.22363389854581456,0.055429422506407054,3,0.15012722646310434,0.2930648769574944,0.45097220256904413
