Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti,contract_value_missing,Betweenness_Centrality_issuer,PageRank_issuer,Community_issuer,Degree_Centrality_issuer,Closeness_Centrality_issuer,Eigenvector_Centrality_issuer,Betweenness_Centrality_winner,PageRank_winner,Community_winner,Degree_Centrality_winner,Closeness_Centrality_winner,Eigenvector_Centrality_winner
EKR000732882021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Körny.védelmi előkészítő tev-ek NSV nagyseb. vasút,Szolgáltatás megrendelés,1890000000.0,HUF,71300000-1,71313000-5|71300000-1|71311230-2|45120000-4|45111250-5|90721800-5|92533000-6,HU11,Igen,Nem,Igen,Igen,Igen,,2022-03-16,2.0,Igen,VIKÖTI Mérnök Iroda Kft|TRENECON Tanácsadó  és Tervező Kft.,"12308161203,HU 12308161|11861689241,HU11861689",HUN_6000_Kecskemét_Ceglédi Út 2|HUN_1133_Budapest_Váci Út 76. 3. emelet,Igen|Igen,2453465000.0,HUF,1890000000.0,HUF,Igen,"1. FŐMTERV Mérnöki Tervező Zrt., adószáma: 13842217241; 2. Kontúr Csoport Tervező, Építtető, Kivitelező Kereskedelmi Kft.,  adószáma:  12921092213","Doronicum Szolgáltató Kft., 9794 Felsőcsatár, Petőfi S. utca 13., adószáma: 13001214218, alkalmassági követelmény megjelölése: AF III.1.3) M/2.3. szakember",Nem,Nem,Nincs adat,6682/2022,2022/S 070-186678,2022-04-08,Tájékoztató az eljárás eredményéről,-23 days,15218,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,VIKÖTI Mérnök Iroda Kft|TRENECON Tanácsadó  és Tervező Kft.,False,0.5554166707218305,0.15644803632780055,4,0.36142322097378277,0.4171875,0.6703384979093582,0.0,0.0009690256566861574,4,0.0018726591760299626,0.29453943739658023,0.04763339812643513
EKR001563142021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,M31 csp és Isaszeg (Gödöllő) tervezés,Szolgáltatás megrendelés,92000000.0,HUF,71320000-7,90700000-4|71320000-7|71356400-2,HU110,Igen,Nem,Igen,Nem,Igen,,2022-03-31,3.0,Igen,"UTIBER Közúti Beruházó Kft|UVATERV Út-, Vasúttervező Zrt.|Pannonway Építő Kft.","10554885243,HU10554885|10867156243,HU10867156|13099581220,HU13099581",HUN_1115_Budapest_Csóka  Utca 7-13|HUN_1117_Budapest_Dombóvári Út 17-19.|HUN_8900_Zalaegerszeg_Batsányi J. U. 9.,Igen|Igen|Igen,,HUF,92000000.0,HUF,Nem,nem ismert,,Nem,Nem,Nincs adat,6528/2022,2022/S 070-185882,2022-04-08,Tájékoztató az eljárás eredményéről,-8 days,65566,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,"UTIBER Közúti Beruházó Kft|UVATERV Út-, Vasúttervező Zrt.|Pannonway Építő Kft.",False,0.5554166707218305,0.15644803632780055,4,0.36142322097378277,0.4171875,0.6703384979093582,0.0,0.0009690256566861574,4,0.0018726591760299626,0.29453943739658023,0.04763339812643513
EKR001249372021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780242,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Gellért-hegy közpark megval. tan.,Szolgáltatás megrendelés,119710400.0,HUF,71241000-9,71320000-7|71241000-9,HU110,Igen,Nem,Igen,Nem,Igen,,2022-03-31,1.0,Nem,"CÉH Tervező, Beruházó és Fejlesztő zártkörűen működő Részvénytársaság","12014055243,HU12014055",HUN_1112_Budapest_Dió Utca 3-5.,Igen,,HUF,119710400.0,HUF,Igen,PAGONY Kft. (adószám: 10820847-2-43),"KÖZLEKEDÉS Kft. (adószám: 10336706-2-41), Garden Kft. (adószám: 10353048-2-43), VÁROS-TEAMPANNON Kft. (adószám: 13960894-2), OpenSpace Kft. (adószám: 26767471-2-42)",Nem,Nem,Nincs adat,6582/2022,2022/S 070-185799,2022-04-08,Tájékoztató az eljárás eredményéről,-8 days,17781,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.","CÉH Tervező, Beruházó és Fejlesztő zártkörűen működő Részvénytársaság",False,0.4727941519496618,0.12943423205595556,1,0.299625468164794,0.3967310549777117,0.17838394531450186,0.010240345636239129,0.0016323098834770155,2,0.003745318352059925,0.3203359328134373,0.02229103195107285
EKR001296712021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Olcsva-Olcsvaap. közötti új híd tervezés,Szolgáltatás megrendelés,23000000.0,HUF,71322300-4,90700000-4|71320000-7|71356400-2,HU321,Igen,Nem,Igen,Nem,Igen,,2022-03-26,5.0,Nem,UTIBER Közúti Beruházó Kft,"10554885243,HU10554885",HUN_1115_Budapest_Csóka  Utca 7-13,Igen,,HUF,23000000.0,HUF,Igen,-,-,Nem,Nem,Nincs adat,6375/2022,,2022-04-07,Tájékoztató az eljárás eredményéről,-12 days,18040,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,UTIBER Közúti Beruházó Kft,False,0.5554166707218305,0.15644803632780055,4,0.36142322097378277,0.4171875,0.6703384979093582,0.022927831128707988,0.0016562771135169958,1,0.003745318352059925,0.3543463835434638,0.060310233328494174
EKR001335712021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Tanuszoda kivitelezése Szentlőrincen,Építési beruházás,1365358742.0,HUF,45000000-7,45000000-7,HU231,Igen,Nem,Igen,Nem,Igen,,2022-04-01,3.0,Nem, SZABADICS Építőipari Zártkörűen Működő Részvénytársaság ,"13748429220,HU13748429",HUN_8800_Nagykanizsa_Király Utca 4.,Nem,,HUF,1365358742.0,HUF,Igen,"DOKUPLAN Kft. (14978375-2-20), EU-PLAN Kft. (13275064-2-20)","DOKUPLAN Kft. (14978375-2-20) Ajánlati felhívás III.1.3) M2)3), EU-PLAN Kft. (13275064-2-20) Ajánlati felhívás III.1.3) M2)4), Ajánlati felhívás III.1.1) SZ2)",Nem,Nem,Nincs adat,6827/2022,,2022-04-06,Tájékoztató az eljárás eredményéről,-5 days,18194,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.", SZABADICS Építőipari Zártkörűen Működő Részvénytársaság ,False,0.4727941519496618,0.12943423205595556,1,0.299625468164794,0.3967310549777117,0.17838394531450186,0.033493802712977624,0.0016619376446782707,0,0.003745318352059925,0.3176680547293278,0.014277662009953123
EKR000113162022,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Vagyonvédelmi tevékenységek ellátása_Parkerdő,Szolgáltatás megrendelés,28809120.0,HUF,79710000-4,79715000-9|79713000-5,HU321,Igen,Nem,Igen,Nem,Igen,,2022-03-21,4.0,Igen,Pannon Guard Biztonsági Szolgáltató Zrt|Zornig Team Biztonsági Szolgáltató Kft.,"14821527209|13118767209,HUOCCSZ.09-09-010006",HUN_4026_Debrecen_Hatvan utca  Utca 39. II/3.|HUN_4034_Debrecen_Lakatos Utca 30,Nem|Igen,,HUF,28809120.0,HUF,Igen,az alvállakozó személye az ajánlat benyújtásakor nem ismert,,Nem,Nem,Nincs adat,5865/2022,,2022-04-06,Tájékoztató az eljárás eredményéről,-16 days,20825,Debrecen Megyei Jogú Város Önkormányzata,Pannon Guard Biztonsági Szolgáltató Zrt|Zornig Team Biztonsági Szolgáltató Kft.,False,0.33628174331599575,0.08997763969193243,2,0.2153558052434457,0.37186629526462395,0.135296522397487,0.0,0.0009450584266461773,2,0.0018726591760299626,0.27120365667851704,0.009614196749013804
EKR001155202021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Gyömrő,ált.isk.újjáép-bővítés tervezés-kivitelezés",Építési beruházás,7416790000.0,HUF,45000000-7,45210000-2|45214200-2|71220000-6|45000000-7,HU12,Igen,Nem,Igen,Nem,Igen,,2022-03-29,3.0,Nem,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,"11266101244,HU11266101",HUN_1112_Budapest_Németvölgyi Út 146,Nem,,HUF,7416790000.0,HUF,Igen,"ZERON Zrt., 3526 Miskolc, Arany János utca 2. 2. em. 5, adószáma:23077355-2-05, TECTUM-ART Építésziroda Kft., 2364 Ócsa, Viola utca 15. adószáma:14222375-2-13","TECTUM-ART Építésziroda Kft., 2364 Ócsa, Viola utca 15. adószáma: 14222375-2-13,III.1.3) M1)1, M2)4, ZERON Zrt., 3526 Miskolc, Arany János utca 2. 2. em. 5., adószáma:23077355-2-05, III.1.3) M1)2, M1)3",Nem,Nem,Nincs adat,6295/2022,2022/S 068-178995,2022-04-06,Tájékoztató az eljárás eredményéről,-8 days,17331,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,False,0.4727941519496618,0.12943423205595556,1,0.299625468164794,0.3967310549777117,0.17838394531450186,0.0,0.0009676252886065392,1,0.0018726591760299626,0.28419372006386373,0.012676835202059046
EKR001247002021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Győri Műszaki Szakképzési Centrum felújítása,Építési beruházás,2020635762.0,HUF,45000000-7,45000000-7,HU221,Igen,Nem,Igen,Nem,Igen,,2022-03-16,2.0,Igen,"Euro Generál Zrt.|Fodor Építőipari, Kereskedelmi és Szolgáltató Kft.","22927800208,HU22927800|11469957241,HU11469957",HUN_9026_Győr_Vízmű  U.  2.|HUN_1053_Budapest_Magyar Utca 36.,Igen|Igen,,HUF,2020635762.0,HUF,Igen,"Mervius Mérnöki Szolgáltató Kft.-26131469-2-08,Szauer és Társa Bt.- 20195490-1-07,Schmiedt Zsolt egyéni vállalkozó-5207934 nyilvántartási szám","Mervius Mérnöki Szolgáltató Kft.-26131469-2-08,M.2.1),Szauer és Társa Bt.- 20195490-1-07 - M.2.2),Schmiedt Zsolt egyéni vállalkozó-5207934 nyilvántartási szám, M.2.3)",Nem,Nem,Nincs adat,6189/2022,2022/S 067-176202,2022-04-05,Tájékoztató az eljárás eredményéről,-20 days,64105,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.","Euro Generál Zrt.|Fodor Építőipari, Kereskedelmi és Szolgáltató Kft.",False,0.4727941519496618,0.12943423205595556,1,0.299625468164794,0.3967310549777117,0.17838394531450186,0.0,0.0009676252886065392,1,0.0018726591760299626,0.28419372006386373,0.012676835202059046
EKR000880002021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,HMKH Egri Járási Hivatal központi épület kivit.,Építési beruházás,3078908000.0,HUF,45000000-7,45000000-7,HU312,Igen,Nem,Igen,Nem,Igen,,2022-03-16,5.0,Nem,Fenstherm Kontakt Korlátolt Felelősségű Társaság,"12408553242,HU12408553,01-09-201836",HUN_1081_Budapest_Kun Utca 4. fsz. 7.,Igen,,HUF,3078908000.0,HUF,Igen,"Szilvási Építő Kft. (adósz: 14927393-2-05), Gál András e.v. (adósz: 56543021125), Euro Campus Kft. (adósz: 13646925-2-10), ÉPKAR Zrt.( adósz: 11266101-2-44)","Euro Campus Kft. (adósz: 13646925-2-10) felhívás III.1.3) M2)3. pont, ÉPKAR Zrt.( adósz: 11266101-2-44) felhívás III.1.3) M1)1. és M1)2. pontjai, Gál András e.v. (adósz: 56543021125) felhívás III.1.3) M2)2. pont",Nem,Nem,Nincs adat,6020/2022,2022/S 066-173347,2022-04-04,Tájékoztató az eljárás eredményéről,-19 days,16022,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",Fenstherm Kontakt Korlátolt Felelősségű Társaság,False,0.4727941519496618,0.12943423205595556,1,0.299625468164794,0.3967310549777117,0.17838394531450186,0.0,0.0009676252886065392,1,0.0018726591760299626,0.28419372006386373,0.012676835202059046
EKR001623262021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Földgázszállító vezetékek,hírközlő kábel kiváltása",Építési beruházás,346049548.0,HUF,45231221-0,45231221-0|45231000-5,HU321,Igen,Nem,Igen,Nem,Igen,,2022-03-24,3.0,Nem,VABEKO Műszaki Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,"10484830214,HU10484830",HUN_8600_Siófok_Fő Útca 260,Igen,,HUF,346049548.0,HUF,Igen,az ajánlat benyújtásakor még nem ismert,,Nem,Nem,Nincs adat,6232/2022,2022/S 065-168068,2022-04-01,Tájékoztató az eljárás eredményéről,-8 days,19675,Debrecen Megyei Jogú Város Önkormányzata,VABEKO Műszaki Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,False,0.33628174331599575,0.08997763969193243,2,0.2153558052434457,0.37186629526462395,0.135296522397487,0.0,0.0009450584266461773,2,0.0018726591760299626,0.27120365667851704,0.009614196749013804
EKR001353532021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Növénytelepítés, utógondozás keretszerződés K-Mo.",Szolgáltatás megrendelés,2000082857.0,HUF,77000000-0,03120000-8|77211500-7|77310000-6|77300000-3,HU3,Igen,Nem,Igen,Nem,Igen,,2022-03-23,4.0,Nem,Regreen Field Korlátolt felelősségű Társaság,"23440500203,HU23440500",HUN_6400_Kiskunhalas_6433/23 Helyrajzi szám 6433/23,Igen,2000082857.0,HUF,2000082857.0,HUF,Nem,,-,Nem,Nem,Nincs adat,5871/2022,2022/S 065-171585,2022-04-01,Tájékoztató az eljárás eredményéről,-9 days,65223,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,Regreen Field Korlátolt felelősségű Társaság,False,0.5554166707218305,0.15644803632780055,4,0.36142322097378277,0.4171875,0.6703384979093582,0.0,0.0009690256566861574,4,0.0018726591760299626,0.29453943739658023,0.04763339812643513
EKR000166102021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Gyermekmentő Sz. Lovaster., Oktató Kp. kivitelezés",Építési beruházás,17052048553.0,HUF,45000000-7,45000000-7|45210000-2,HU120,Igen,Nem,Igen,Nem,Igen,,2022-03-21,3.0,Igen,FEJÉR-B.Á.L. Építő és Szolgáltató Zártkörűen Működő Részvénytársaság|Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,"25308673207,HU25308673.|11266101244,HU11266101",HUN_8086_Felcsút_Fő utca  217|HUN_1112_Budapest_Németvölgyi Út 146,Nem|Nem,,HUF,17052048553.0,HUF,Igen,"Magyar Építő Zrt. (székhely: 1149 Budapest, Pillangó u. 28.)adószám: 10759358244","Magyar Építő Zrt. (székhely: 1149 Budapest, Pillangó u. 28.)adószám: 10759358244, alk.köv.: III.1.3) Műszaki, illetve szakmai alkalmasság M1.1) pont",Nem,Nem,Nincs adat,5932/2022,2022/S 063-164893,2022-03-30,Tájékoztató az eljárás eredményéről,-9 days,11293,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",FEJÉR-B.Á.L. Építő és Szolgáltató Zártkörűen Működő Részvénytársaság|Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,False,0.4727941519496618,0.12943423205595556,1,0.299625468164794,0.3967310549777117,0.17838394531450186,0.0,0.0009676252886065392,1,0.0018726591760299626,0.28419372006386373,0.012676835202059046
EKR001208092021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Miskolc 3. sz. főút teherm. III. és IV. szak. elők,Szolgáltatás megrendelés,845000000.0,HUF,71320000-7,71356400-2,HU321,Igen,Nem,Igen,Nem,Igen,,2022-03-11,2.0,Nem,RODEN Mérnöki Iroda Korlátolt Felelősségű Társaság,"10624672242,HU10624672",HUN_1089_Budapest_Villám Utca 13.,Igen,,HUF,845000000.0,HUF,Igen,még nem ismert,"Pont-TERV Zrt. 12245136-2-43 (1119 Budapest, Mohai út 38.) III.1.3) M.2.2. pont; SIGEN Kft. 11915111-2-42(1149 Budapest, Egressy út 23-25.) III.1.3) M.2.3. pont; VIBROCOMP Kft. 10766323-2-43 (1118 Budapest, Bozókvár utca 12.) III.1.3) M.2.4. pont ",Nem,Nem,Nincs adat,5308/2022,2022/S 063-166657,2022-03-30,Tájékoztató az eljárás eredményéről,-19 days,64491,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,RODEN Mérnöki Iroda Korlátolt Felelősségű Társaság,False,0.5554166707218305,0.15644803632780055,4,0.36142322097378277,0.4171875,0.6703384979093582,0.0,0.0009690256566861574,4,0.0018726591760299626,0.29453943739658023,0.04763339812643513
EKR001196962021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,GYMSZC PÁG Szakgimnázium komplex fejlesztése,Építési beruházás,1828608000.0,HUF,45000000-7,45000000-7|45214200-2|45210000-2,HU221,Igen,Nem,Igen,Nem,Igen,,2022-03-21,2.0,Igen,"Fodor Építőipari, Kereskedelmi és Szolgáltató Kft.|Euro Generál Zrt.","11469957241,HU11469957|22927800208,HU22927800",HUN_1053_Budapest_Magyar Utca 36.|HUN_9026_Győr_Vízmű  U.  2.,Igen|Igen,,HUF,1828608000.0,HUF,Igen,még nem ismert,,Nem,Nem,Nincs adat,5887/2022,2022/S 062-162327,2022-03-29,Tájékoztató az eljárás eredményéről,-8 days,17465,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.","Fodor Építőipari, Kereskedelmi és Szolgáltató Kft.|Euro Generál Zrt.",False,0.4727941519496618,0.12943423205595556,1,0.299625468164794,0.3967310549777117,0.17838394531450186,0.0,0.0009676252886065392,1,0.0018726591760299626,0.28419372006386373,0.012676835202059046
EKR001562972021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,Kiskunlacháza északi elkerülő tervezés,Szolgáltatás megrendelés,75890000.0,HUF,71320000-7,71356400-2|71320000-7|90700000-4,HU11,Igen,Nem,Igen,Nem,Igen,,2022-03-21,2.0,Igen,"TURA-Terv Mérnökiroda Kft.|UNITEF'83 Műszaki Tervező és Fejlesztő Zártkörűen Működő Részvénytársaság|Via Futura Mérnöki, Tanácsadó és Szolgáltató Kft.","12602908242|12108129243,HU12108129|13260534243,HU13260534",HUN_1145_Budapest_Gyarmat Utca 30|HUN_1119_Budapest_Bornemissza Tér 12.|HUN_1111_Budapest_Zenta Utca 1,Igen|Igen|Igen,,HUF,75890000.0,HUF,Igen,"Dr Kovács Tibor, 1165 Budapest, Hunyadvár u 43.",,Nem,Nem,Nincs adat,5755/2022,2022/S 062-163941,2022-03-29,Tájékoztató az eljárás eredményéről,-8 days,19216,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,"TURA-Terv Mérnökiroda Kft.|UNITEF'83 Műszaki Tervező és Fejlesztő Zártkörűen Működő Részvénytársaság|Via Futura Mérnöki, Tanácsadó és Szolgáltató Kft.",False,0.5554166707218305,0.15644803632780055,4,0.36142322097378277,0.4171875,0.6703384979093582,0.0,0.0009690256566861574,4,0.0018726591760299626,0.29453943739658023,0.04763339812643513
EKR001226292021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Törökszentmiklós- Kisújszállás független Mérnök,Szolgáltatás megrendelés,1595000000.0,HUF,71300000-1,71356100-9|71300000-1|71500000-3,HU11|HU322,Igen,Nem,Igen,Nem,Igen,,2022-03-21,2.0,Igen,FŐBER Nemzetközi Ingatlanfejlesztő és Mérnöki Zrt.|UTIBER Közúti Beruházó Kft,"12037984241,HU12037984|10554885243,HU10554885",HUN_1138_Budapest_Faludi Utca 3|HUN_1115_Budapest_Csóka  Utca 7-13,Igen|Igen,1524927000.0,HUF,1595000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,5885/2022,2022/S 062-163956,2022-03-29,Tájékoztató az eljárás eredményéről,-8 days,64535,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,FŐBER Nemzetközi Ingatlanfejlesztő és Mérnöki Zrt.|UTIBER Közúti Beruházó Kft,False,0.5554166707218305,0.15644803632780055,4,0.36142322097378277,0.4171875,0.6703384979093582,0.0,0.0009690256566861574,4,0.0018726591760299626,0.29453943739658023,0.04763339812643513
EKR001270332021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,16 db tanuszoda gyengeáramú rendszerének kiépítése,Építési beruházás,401258592.0,HUF,45000000-7,45000000-7|45231000-5,HU,Igen,Nem,Igen,Nem,Igen,,2022-03-04,1.0,Nem,TravelSoft Online Kft,11894933241,HUN_1122_Budapest_Acsády Ignác Utca 13,Igen,,HUF,401258592.0,HUF,Nem,,,Igen,Nem,Nincs adat,5426/2022,2022/S 061-159562,2022-03-28,Tájékoztató az eljárás eredményéről,-24 days,17835,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",TravelSoft Online Kft,False,0.4727941519496618,0.12943423205595556,1,0.299625468164794,0.3967310549777117,0.17838394531450186,0.0,0.0009676252886065392,1,0.0018726591760299626,0.28419372006386373,0.012676835202059046
EKR001297052021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,82. sz. főút - 83133 jelű úti csomópont tervezés,Szolgáltatás megrendelés,38600000.0,HUF,71320000-7,71322500-6|71322000-1,HU221,Igen,Nem,Igen,Nem,Igen,,2022-03-16,2.0,Nem,Cívis Komplex Mérnök Korlátolt Felelősségű Társaság,"23108800209,HU23108800",HUN_4034_Debrecen_Nagybánya  Utca 17.,Igen,,HUF,38600000.0,HUF,Igen,-,"Körös-Road Kft. (5600 Békéscsaba, Batthyány utca 4.), 13625809-2-04, AF III.1.3) M/2.2. pont",Nem,Nem,Nincs adat,5484/2022,,2022-03-27,Tájékoztató az eljárás eredményéről,-11 days,18042,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,Cívis Komplex Mérnök Korlátolt Felelősségű Társaság,False,0.5554166707218305,0.15644803632780055,4,0.36142322097378277,0.4171875,0.6703384979093582,0.008738374810465452,0.0016337102515566338,2,0.003745318352059925,0.3318831572405221,0.057247594875448934
