Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000277202020,,,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Elektromos gyorsszolgálati feladatok ellátása,Építési beruházás,40000000.0,HUF,45300000-0,45410000-4|45310000-3,HU110,Igen,Nem,Igen,Nem,Igen,,2020-04-16,2.0,Nem,PVV-BITECH Ipari-Szolgáltató Korlátolt Felelősségű Társaság,10456055241,HUN_1033_Budapest_Laktanya Utca  2,Igen,40000000.0,HUF,40000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,7000/2020,,2020-04-20,Tájékoztató az eljárás eredményéről,-4 days,2801,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,PVV-BITECH Ipari-Szolgáltató Korlátolt Felelősségű Társaság
EKR000348122020,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Ivóvíz és szennyvíz víziközmű építés,Építési beruházás,802147105.0,HUF,45247112-8,45111290-7,HU321,Igen,Nem,Igen,Nem,Igen,,2020-10-19,4.0,Igen,Debreceni Mélyépítő Holding Fővállalkozó és Tanácsadó Korlátolt Felelősségű Társaság|KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság,"12110508209,HU12110508|11876566215,HU11876566",HUN_4029_Debrecen_Dobozi  Utca 17.|HUN_4400_Nyíregyháza_Vécsey Utca 21.,Igen|Igen,,HUF,802147105.0,HUF,Igen,Az ajánlat benyújtásakor még nem ismertek. ,,Nem,Nem,Nincs adat,19580/2020,2020/S 212-515486,2020-10-29,Tájékoztató az eljárás eredményéről,-10 days,3358,Debrecen Megyei Jogú Város Önkormányzata,Debreceni Mélyépítő Holding Fővállalkozó és Tanácsadó Korlátolt Felelősségű Társaság|KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság
EKR000351122020,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,A Tócóvölgy gazdaságélénkítő környezeti megújítása,Építési beruházás,369199799.0,HUF,45112700-2,45236210-5|45236110-4|77310000-6|45112711-2|45223300-9,HU321,Igen,Nem,Igen,Igen,Igen,,2020-11-13,4.0,Nem,KÖZMŰ GENERÁL Építő és Szolgáltató Korlátolt Felelősségű Társaság,"13223490215,HU13223490",HUN_4400_Nyíregyháza_Nádor  U. 64.,Igen,,HUF,369199799.0,HUF,Igen,"ELKISZ + Elektronikai és Kereskedelmi Korlátolt Felelősségű Társaság 4400 Nyíregyháza, Mártírok tere 9. Adószáma: 10510627-2-15",,Nem,Nem,Nincs adat,21338/2020,2020/S 232-569014,2020-11-26,Tájékoztató az eljárás eredményéről,-13 days,3469,Debrecen Megyei Jogú Város Önkormányzata,KÖZMŰ GENERÁL Építő és Szolgáltató Korlátolt Felelősségű Társaság
EKR000514602018,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,A Libakert gazdaságélénkítő környezeti megújítása,Építési beruházás,165893215.0,HUF,45112700-2,45112700-2|45112711-2|45236110-4|45236210-5|77310000-6,HU321,Igen,Nem,Igen,Igen,Igen,,2018-11-26,2.0,Nem,Épkerservice Építőipari-Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság,"11907303209,HU11907303",HUN_4033_Debrecen_Veres Péter Utca 95 ,Nem,,HUF,165893215.0,HUF,Nem,,,Nem,Nem,Nincs adat,22598/2018,,2018-12-06,Tájékoztató az eljárás eredményéről,-10 days,3470,Debrecen Megyei Jogú Város Önkormányzata,Épkerservice Építőipari-Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság
EKR000380982020,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,Fogaskerekű nyitott villamos vágányok nagyjavítása,Építési beruházás,592395000.0,HUF,45234129-6,45234129-6,HU11,Igen,Nem,Igen,Nem,Igen,,2020-07-22,2.0,Nem,"FERATIL Építőipari, Fővállalkozói, Tervezői, Kivitelező és Szolgáltató Korlátolt Felelősségű Társaság","12198467242,HU12198467",HUN_1141_Budapest_Cinkotai Út 109.2.em.11.,Igen,883300000.0,HUF,592395000.0,HUF,Nem,,-,Nem,Nem,Nincs adat,13616/2020,2020/S 145-357859,2020-07-30,Tájékoztató az eljárás eredményéről,-8 days,3554,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,"FERATIL Építőipari, Fővállalkozói, Tervezői, Kivitelező és Szolgáltató Korlátolt Felelősségű Társaság"
EKR000425342020,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Felsővezeték tartó oszlopok és szerkezetek festése,Építési beruházás,75391000.0,HUF,45442121-1,45442121-1,HU11,Igen,Nem,Igen,Nem,Igen,,2020-10-15,5.0,Nem,Baustra Építő Kft,24976707213,HUN_2310_Szigetszentmiklós_Vajda János Utca 3/a.,Igen,132600000.0,HUF,75391000.0,HUF,Nem,,,Nem,Nem,Nincs adat,19179/2020,,2020-10-20,Tájékoztató az eljárás eredményéről,-5 days,3841,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,Baustra Építő Kft
EKR000534552018,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Ady E.úti vill.vágány melletti töltés megerősítése,Építési beruházás,160483557.0,HUF,45234114-8,45234114-8,HU11,Igen,Nem,Igen,Nem,Igen,,2018-12-14,1.0,Nem,VÍZÉPSZOLG-94 Vízépítő és Szolgáltató Korlátolt Felelősségű Társaság,"11038030203,HU11038030",HUN_6400_Kiskunhalas_Kéve Utca 41 ,Igen,152000000.0,HUF,160483557.0,HUF,Igen,"BÓNA- SPEED Kft. (1119 Budapest, Fehérvári út 185. 8.; 13817734-2-43)  TRIMAN Építőipari Kft. (2100 Gödöllő, Szentgyörgyi Albert utca 2.; 10395369-2-13) Oláh János e.v. (6400 Kiskunhalas, Virág utca 36.; 62398538323)","TRIMAN Építőipari Kft. (2100 Gödöllő, Szentgyörgyi Albert utca 2.; 10395369-2-13) M2/1 alkalmassági követelmény; Oláh János e.v. (6400 Kiskunhalas, Virág utca 36.; 62398538323) M2/2 alkalmassági követelmény",Nem,Nem,Nincs adat,23936/2018,,2018-12-26,Tájékoztató az eljárás eredményéről,-12 days,4288,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,VÍZÉPSZOLG-94 Vízépítő és Szolgáltató Korlátolt Felelősségű Társaság
EKR000537612018,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,41-es villamos vonal Hasadék u. töltésmegtámasztás,Építési beruházás,16294845.0,HUF,45234114-8,45234114-8,HU1,Igen,Nem,Igen,Nem,Igen,,2019-01-21,1.0,Nem,VÍZÉPSZOLG-94 Vízépítő és Szolgáltató Korlátolt Felelősségű Társaság,"11038030203,HU11038030",HUN_6400_Kiskunhalas_Kéve Utca 41 ,Igen,,HUF,16294845.0,HUF,Nem,,,Nem,Nem,Nincs adat,2827/2019,,2019-03-10,Tájékoztató az eljárás eredményéről,-48 days,4574,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,VÍZÉPSZOLG-94 Vízépítő és Szolgáltató Korlátolt Felelősségű Társaság
EKR000589552020,,,Budapest Főváros IV. Kerület Újpest Önkormányzata,15735674241,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Forgalomtechnikai munkák - keretszerződés,Építési beruházás,299950000.0,HUF,45233150-5,45233150-5,HU110,Igen,Nem,Igen,Nem,Igen,,2020-07-24,3.0,Nem,Garden-System Kertépítő és Szolgáltató Kft.,"13664529213,HU13664529",HUN_2143_Kistarcsa_Móra Ferenc Utca 87.,Igen,299950000.0,HUF,299950000.0,HUF,Nem,,,Nem,Nem,Nincs adat,13695/2020,,2020-08-02,Tájékoztató az eljárás eredményéről,-9 days,4810,Budapest Főváros IV. Kerület Újpest Önkormányzata,Garden-System Kertépítő és Szolgáltató Kft.
EKR000596402020,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Sóház gazdaságélénkítő környezeti megújítása,Építési beruházás,119899914.0,HUF,45112710-5,45236110-4|45236210-5|45223300-9|45112711-2,HU321,Igen,Nem,Igen,Igen,Igen,,2020-12-14,6.0,Nem,JANTA-BAU Építőipari és Szolgáltató Korlátolt Felelősségű Társaság,"14815443209,HU14815443.",HUN_4254_Nyíradony_Széchenyi Utca 43,Igen,,HUF,119899914.0,HUF,Igen,még nem ismert,,Nem,Nem,Nincs adat,23816/2020,,2020-12-20,Tájékoztató az eljárás eredményéről,-6 days,4825,Debrecen Megyei Jogú Város Önkormányzata,JANTA-BAU Építőipari és Szolgáltató Korlátolt Felelősségű Társaság
EKR000610432020,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Nyugati kiskörút III. ütem építése,Építési beruházás,1299518129.0,HUF,45233140-2,45233120-6|45247130-0|45247111-1|45233221-4,HU321,Igen,Nem,Igen,Igen,Igen,,2021-04-30,4.0,Igen,Debreceni Mélyépítő Holding Fővállalkozó és Tanácsadó Korlátolt Felelősségű Társaság|KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság|ZEMPLÉNKŐ Kelet-magyarországi Építőipari Fővállalkozó és Bányászati Korlátolt Felelősségű Társaság,"12110508209,HU12110508|11876566215,HU11876566|12523326215,HU12523326",HUN_4029_Debrecen_Dobozi  Utca 17.|HUN_4400_Nyíregyháza_Vécsey Utca 21.|HUN_4921_Tivadar_Petőfi  Utca 24. A. épület,Igen|Igen|Igen,,HUF,1299518129.0,HUF,Igen,Az ajánlat benyútásakor még nem ismertek az alvállalkozók.,-,Nem,Nem,Nincs adat,8298/2021,2021/S 095-248791,2021-05-18,Tájékoztató az eljárás eredményéről,-18 days,4945,Debrecen Megyei Jogú Város Önkormányzata,Debreceni Mélyépítő Holding Fővállalkozó és Tanácsadó Korlátolt Felelősségű Társaság|KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság|ZEMPLÉNKŐ Kelet-magyarországi Építőipari Fővállalkozó és Bányászati Korlátolt Felelősségű Társaság
EKR000635952020,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),M2-M3 metróvonal gravitációs csápos kutak javítása,Építési beruházás,193050000.0,HUF,45247130-0,45247130-0,HU11,Igen,Nem,Igen,Nem,Igen,,2020-10-28,2.0,Nem,"AQUARING Építő-,Szerelőipari és Kereskedelmi Korlátolt Felelősségű Társaság",12972933213,HUN_2120_Dunakeszi_Kézay Simon Utca 5/a,Igen,190000000.0,HUF,193050000.0,HUF,Nem,,,Nem,Nem,Nincs adat,20182/2020,,2020-11-04,Tájékoztató az eljárás eredményéről,-7 days,5001,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,"AQUARING Építő-,Szerelőipari és Kereskedelmi Korlátolt Felelősségű Társaság"
